"party","Vote_change_dummy","Vote52","Contribution_3_minus","Contribution_3_plus","Contribution_4_minus","Contribution_4_plus","Contribution_51_minus","Contribution_51_plus","Contribution_52_minus","Contribution_52_plus","Contribution_6_minus","Contribution_6_plus","Contribution_7_minus","Contribution_7_plus","state","BioID","seniority_1152","birthday","Geographical","nominate_dim1","nominate_dim2","gender","pro_env_dummy","anti_env_dummy","district","Vote52_minus","Vote52_plus","Vote52_NA"
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,0,143,0,"TX","G000589",0,1982,"SO",0.746,0.066,"M",0,0,5,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,526.5,2.5,1011.75,0,"TX","F000468",0,1975,"SO",0.454,0.891,"F",0,0,7,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,20,0,"TX","E000299",0,1969,"SO",0.466,0.316,"F",0,0,16,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,675.88,0,704.1,0,"TX","R000614",0,1972,"SO",0.8,0.6,"M",0,0,21,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,0,70,0,"TX","G000587",0,1950,"SO",0.797,0.454,"F",0,0,29,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.35,0,287.5,0,"TX","A000376",0,1983,"SO",0.43,0.708,"M",0,0,32,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,56,73,0,"VA","L000591",0,1975,"SO",0.206,0.426,"F",0,0,2,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,0,93,0,"VA","C001118",0,1972,"SO",0.72,0.202,"M",0,0,6,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.6,0,69.5,29,"VA","S001209",0,1979,"SO",0.188,0.338,"F",0,0,7,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,0,29,0,"VA","W000825",0,1968,"SO",0.369,0.313,"F",0,0,10,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,10,9,29,"WA","S001216",0,1968,"WE",0.288,0.449,"F",0,0,8,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,0,25,0,"WV","M001205",0,1950,"SO",0.517,0.108,"F",0,0,NA,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.43,0,105,0,"WI","S001213",0,1981,"MW",0.414,0.068,"M",0,0,1,NA,NA,1
"R",0,0,150,0,97.5,0,306,0,581,7,55,0,NA,NA,"AL","R000591",4,1976,"SO",0.362,0.658,"F",1,1,2,1,0,0
"R",0,NA,210,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ","S000018",5,1958,"WE",0.673,0.272,"M",0,0,5,NA,NA,1
"R",0,NA,61,0,72.5,0,NA,NA,NA,NA,NA,NA,NA,NA,"AZ","F000448",8,1957,"WE",0.749,0.087,"M",0,0,8,NA,NA,1
"R",0,0,88,5,184,0,175,27,175,27,95,28,NA,NA,"CA","C001094",3,1943,"WE",0.372,0.208,"M",1,1,8,1,0,0
"R",0,0,259.5,0,1000.99,25,1252.26,106.87,1218.77,52.87,NA,NA,NA,NA,"CA","D000612",4,1967,"WE",0.306,0.212,"M",1,1,10,1,0,0
"D",0,NA,85.5,13,97,1.1,NA,NA,NA,NA,NA,NA,NA,NA,"CA","H001034",8,1941,"WE",0.529,0.482,"M",0,0,17,NA,NA,1
"D",0,NA,81,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"CA","F000030",12,1941,"WE",0.455,0.219,"M",0,0,20,NA,NA,1
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA",NA,NA,NA,"WE",NA,NA,NA,0,0,21,1,0,0
"D",0,NA,55,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"CA","C001036",10,1938,"WE",0.389,0.227,"F",0,0,24,NA,NA,1
"D",0,NA,70,10,25,0,0,0,0,0,NA,NA,NA,NA,"CA","B000287",13,1958,"WE",0.512,0.283,"M",0,0,34,NA,NA,1
"R",0,0,175,0,230,10,15,0,NA,NA,NA,NA,NA,NA,"CA","R000487",13,1951,"WE",0.657,0.353,"M",0,0,39,1,0,0
"D",0,NA,35,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"CA","H001063",3,1952,"WE",0.39,0.376,"F",0,0,44,NA,NA,1
"D",0,NA,89,0,94.5,1,NA,NA,NA,NA,NA,NA,NA,NA,"CA","S000030",10,1960,"WE",0.367,0.025,"F",0,0,46,NA,NA,1
"R",0,0,82,10,10,0,160,5,205,5,NA,NA,NA,NA,"CA","R000409",15,1947,"WE",0.626,0.417,"M",1,1,48,1,0,0
"R",0,0,81,0,265,0,10,0,10,0,15,0,NA,NA,"CA","H001048",5,1976,"WE",0.539,0.085,"M",0,1,50,1,0,0
"D",0,1,26,0,25,0,20,0,20,10,0,0,NA,NA,"CA","D000598",9,1944,"WE",0.343,0.103,"F",1,1,53,0,1,0
"D",0,1,0,0,3.5,0,0,0,0,0,NA,NA,NA,NA,"CO","P000598",5,1975,"WE",0.278,0.692,"M",0,0,2,0,1,0
"R",0,0,680,0,628.5,0,292,28,297,30.5,192.88,0,NA,NA,"CO","T000470",4,1956,"WE",0.451,0.023,"M",1,1,3,1,0,0
"R",1,1,990.5,2.5,689.11,5,583,20,742,605.5,NA,NA,NA,NA,"CO","C001077",5,1955,"WE",0.492,0.213,"M",1,1,6,0,1,0
"D",0,1,30,26,91.25,0,37.25,0,27,0,NA,NA,NA,NA,"CT","E000293",3,1959,"NE",0.315,0.078,"F",0,1,5,0,1,0
"D",0,NA,50,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"DE","C001083",3,1956,"SO",0.256,0.142,"M",0,0,0,NA,NA,1
"R",0,NA,90,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL","M001144",8,1959,"SO",0.633,0.155,"M",0,0,1,NA,NA,1
"R",0,0,30,0,99,0,30,0,30,0,15,0,NA,NA,"FL","Y000065",3,1955,"SO",0.704,0.365,"M",0,1,3,1,0,0
"R",0,NA,25,0,50,0,NA,NA,NA,NA,NA,NA,NA,NA,"FL","C001045",8,1944,"SO",0.333,0.337,"M",0,0,4,NA,NA,1
"D",0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL","B000911",12,1946,"SO",0.429,0.192,"F",0,0,5,NA,NA,1
"R",0,NA,100,0,431.25,0,27,0,0,0,NA,NA,NA,NA,"FL","D000621",3,1978,"SO",0.663,0.105,"M",0,0,6,NA,NA,1
"R",0,NA,235,0,58,0,NA,NA,NA,NA,NA,NA,NA,NA,"FL","M000689",12,1943,"SO",0.453,0.137,"M",0,0,7,NA,NA,1
"D",0,NA,0,2.5,12.31,1,NA,NA,NA,NA,NA,NA,NA,NA,"FL","G000556",3,1958,"SO",0.363,0.457,"M",0,0,9,NA,NA,1
"R",0,NA,137.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"FL","N000185",3,1951,"SO",0.483,0.077,"M",0,0,11,NA,NA,1
"R",0,0,85,0,90,0,20,0,20,0,NA,NA,NA,NA,"FL","R000593",4,1959,"SO",0.531,0.099,"M",0,1,15,1,0,0
"R",0,0,55,0,130,0,NA,NA,NA,NA,NA,NA,NA,NA,"FL","R000583",5,1970,"SO",0.458,0.013,"M",0,0,17,1,0,0
"D",0,NA,124,0,30.5,130.75,NA,NA,NA,NA,NA,NA,NA,NA,"FL","M001191",2,1983,"SO",0.186,0.026,"M",0,0,18,NA,NA,1
"R",1,1,0,0,15,0,0,0,0,0,NA,NA,NA,NA,"FL","R000435",15,1952,"SO",0.244,0.225,"F",0,0,27,0,1,0
"R",0,NA,45,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"GA","W000796",6,1950,"SO",0.672,0.189,"M",0,0,3,NA,NA,1
"D",0,1,27.5,0,25,0,56.04,2,33.44,2.15,46.7,0,NA,NA,"GA","L000287",16,1940,"SO",0.589,0.221,"M",1,1,5,0,1,0
"R",0,NA,235,0,145,0,0,0,0,0,NA,NA,NA,NA,"GA","P000591",7,1954,"SO",0.644,0.073,"M",0,0,6,NA,NA,1
"R",0,0,45,0,180,0,145,0,155,0,30,0,NA,NA,"GA","W000810",4,1970,"SO",0.593,0.173,"M",0,1,7,1,0,0
"R",0,0,120,0,274.5,0,90,0,105,0,110,0,NA,NA,"GA","C001093",3,1966,"SO",0.61,0.134,"M",0,1,9,1,0,0
"R",0,0,85,0,137.5,0,227,0,160,0,232.5,0,NA,NA,"GA","G000560",5,1970,"SO",0.716,0.002,"M",0,1,14,1,0,0
"D",0,NA,210.5,25,2.5,0,0,0,0,0,NA,NA,NA,NA,"HI","H001050",4,1951,"WE",0.37,0.004,"F",0,0,1,NA,NA,1
"D",0,1,53,51,12.5,30,50.51,6.5,2.4,6.77,101.34,5,NA,NA,"HI","G000571",3,1981,"WE",0.274,0.282,"F",1,1,2,0,1,0
"R",0,0,25,0,112,0,0,0,0,0,NA,NA,NA,NA,"ID","L000573",4,1967,"WE",0.735,0.571,"M",0,0,1,1,0,0
"D",0,1,50,0,30,0,199,10,149,0,235,0,NA,NA,"IL","L000563",7,1966,"MW",0.227,0.176,"M",0,1,3,0,1,0
"D",0,1,0,0,54,0,0,0,0,0,NA,NA,NA,NA,"IL","G000535",13,1953,"MW",0.487,0.26,"M",0,0,4,0,1,0
"R",1,1,433,0,208.5,0,382.5,32.25,353.5,32.25,NA,NA,NA,NA,"IL","R000580",6,1961,"MW",0.429,0.018,"M",1,1,6,0,1,0
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IL",NA,NA,NA,"MW",NA,NA,NA,0,0,8,NA,NA,1
"R",0,0,160,2.5,220,0,245,0,285,0,NA,NA,NA,NA,"IL","H001059",4,1966,"MW",0.49,0.034,"M",0,1,14,1,0,0
"R",0,0,1065,60,2154.82,106,885,97.5,1160,85,1035,0,NA,NA,"IL","S000364",11,1958,"MW",0.375,0.154,"M",1,1,15,1,0,0
"D",0,1,85,5,280,15,135,20,180,0,75,0,NA,NA,"IN","V000108",16,1949,"MW",0.402,0.244,"M",0,1,1,0,1,0
"R",0,NA,128.5,176,637.55,20,NA,NA,NA,NA,NA,NA,NA,NA,"IN","S001188",4,1976,"MW",0.742,0.119,"M",0,0,3,NA,NA,1
"R",0,0,151,5,163.5,0,357,52,60,32,NA,NA,NA,NA,"IN","R000592",4,1970,"MW",0.602,0.16,"M",1,1,4,1,0,0
"R",0,0,40,0,247,50,230.5,82.5,190.5,82.5,130,0,NA,NA,"IN","B001284",3,1960,"MW",0.352,0.217,"F",1,1,5,1,0,0
"R",0,0,111,0,285,5,189,5,68.5,0,NA,NA,NA,NA,"IN","M001189",3,1969,"MW",0.563,0.086,"M",0,1,6,1,0,0
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN",NA,NA,NA,"MW",NA,NA,NA,0,0,9,NA,NA,1
"D",0,1,47.5,0,41,45,75,50,92,95,120,10,NA,NA,"IA","L000565",6,1952,"MW",0.276,0.027,"M",1,1,2,0,1,0
"R",0,0,20,0,55.5,118,16,185.93,12,168,0,0,NA,NA,"IA","K000362",8,1949,"MW",0.613,0.171,"M",1,1,4,1,0,0
"R",0,NA,225.5,5,102,0,NA,NA,NA,NA,NA,NA,NA,NA,"KS","H001057",3,1968,"MW",0.744,0.466,"M",0,0,1,NA,NA,1
"R",0,0,1025,0,557.5,22.5,0,0,0,0,NA,NA,NA,NA,"KS","J000290",5,1963,"MW",0.523,0.004,"F",0,0,2,1,0,0
"R",0,0,320,119,109,100,548,100,431,50,NA,NA,NA,NA,"KS","Y000063",4,1976,"MW",0.558,0.03,"M",1,1,3,1,0,0
"R",0,NA,2120.5,124,457.5,0,0,0,0,0,NA,NA,NA,NA,"KS","P000602",4,1963,"MW",0.66,0.164,"M",0,0,4,NA,NA,1
"R",0,NA,1510,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KY","W000413",11,1943,"SO",0.303,0.182,"M",0,0,1,NA,NA,1
"R",0,NA,657,0,1727.37,15,NA,NA,NA,NA,NA,NA,NA,NA,"LA","B001255",6,1956,"SO",0.392,0.308,"M",0,0,3,NA,NA,1
"R",0,NA,627.5,0,395.5,5,NA,NA,NA,NA,NA,NA,NA,NA,"LA","F000456",4,1951,"SO",0.59,0.022,"M",0,0,4,NA,NA,1
"D",0,NA,10,0,4.6,12.25,NA,NA,NA,NA,NA,NA,NA,NA,"MD","E000290",5,1958,"SO",0.562,0.294,"F",0,0,4,NA,NA,1
"D",0,1,75,0,55,0,27,10,0,0,NA,NA,NA,NA,"MD","D000620",3,1963,"SO",0.276,0.041,"M",0,0,6,0,1,0
"D",0,1,388,0,90,0,100,0,50,0,45,0,NA,NA,"MD","C000984",12,1951,"SO",0.438,0.148,"M",0,1,7,0,1,0
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MD",NA,NA,NA,"SO",NA,NA,NA,0,0,8,NA,NA,1
"D",0,1,0,0,12.5,0,0,0,0,0,NA,NA,NA,NA,"MA","T000465",6,1946,"NE",0.396,0.199,"F",0,0,3,0,1,0
"D",0,1,54.5,0,144,0,110.5,56.5,90.5,56.5,64.5,0,NA,NA,"MA","K000379",3,1980,"NE",0.421,0.206,"M",1,1,4,0,1,0
"D",0,1,0,0,10,0,214,56.5,214,56.5,NA,NA,NA,NA,"MA","C001037",10,1952,"NE",0.58,0.082,"M",1,1,7,0,1,0
"R",0,NA,647,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"MI","B001271",3,1952,"MW",0.491,0.15,"M",0,0,1,NA,NA,1
"R",0,0,25,0,71,0,NA,NA,50,0,12.5,0,NA,NA,"MI","A000367",4,1980,"MW",0.654,0.757,"M",0,1,3,1,0,0
"D",0,1,85,10,285,20,0,0,0,0,NA,NA,NA,NA,"MI","L000263",16,1931,"MW",0.379,0.091,"M",0,0,9,0,1,0
"R",0,NA,160,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"MI","M001150",7,1954,"MW",0.343,0.001,"F",0,0,10,NA,NA,1
"D",0,NA,65,0,10,0,0,0,0,0,NA,NA,NA,NA,"MI","C000714",16,1929,"MW",0.658,0.512,"M",0,0,13,NA,NA,1
"D",0,NA,95,20,165,20,0,0,0,0,NA,NA,NA,NA,"MN","W000799",6,1964,"MW",0.275,0.131,"M",0,0,1,NA,NA,1
"R",0,NA,100,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,"MN","K000363",7,1947,"MW",0.49,0.154,"M",0,0,2,NA,NA,1
"R",0,NA,228,0,364.99,3.33,363,81,554.01,81,NA,NA,NA,NA,"MN","P000594",5,1965,"MW",0.402,0.191,"M",1,1,3,NA,NA,1
"D",0,1,20.5,2.5,16.8,0,8.9,6.4,32.1,0.9,NA,NA,NA,NA,"MN","E000288",6,1963,"MW",0.537,0.58,"M",1,1,5,0,1,0
"D",0,NA,70,0,242,0,185,75,145,75,120,0,NA,NA,"MN","P000258",14,1944,"MW",0.148,0.712,"M",1,1,7,NA,NA,1
"D",0,1,97.5,0,136.5,0,10,0,0,0,NA,NA,NA,NA,"MN","N000127",3,1943,"MW",0.372,0.372,"M",0,0,8,0,1,0
"R",0,0,843,0,314,0,25,0,NA,NA,NA,NA,NA,NA,"MS","H001045",5,1956,"SO",0.384,0.48,"M",0,0,3,1,0,0
"D",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MO",NA,NA,NA,"MW",NA,NA,NA,0,0,1,0,1,0
"R",0,NA,125,0,2137.03,0,NA,NA,NA,NA,NA,NA,NA,NA,"NV","H001055",3,1961,"WE",0.324,0.014,"M",0,0,3,NA,NA,1
"D",0,NA,5,0,NA,NA,0,0,0,0,NA,NA,NA,NA,"NH","S001170",4,1952,"NE",0.315,0.131,"F",0,0,1,NA,NA,1
"R",0,0,40,2.5,90,0,NA,NA,NA,NA,NA,NA,NA,NA,"NJ","L000554",12,1946,"NE",0.211,0.224,"M",0,0,2,1,0,0
"R",0,NA,190,104,121,0,NA,NA,NA,NA,NA,NA,NA,NA,"NJ","G000548",7,1959,"NE",0.688,0.243,"M",0,0,5,NA,NA,1
"R",1,1,60,0,175.75,0,282.5,0,330,0,NA,NA,NA,NA,"NJ","L000567",5,1952,"NE",0.329,0.237,"M",0,1,7,0,1,0
"R",0,0,324.8,5,206.77,1,203.56,0,45,0,NA,NA,NA,NA,"NJ","F000372",12,1946,"NE",0.292,0.262,"M",0,1,11,1,0,0
"D",0,1,92,0,95,30,0,0,0,0,NA,NA,NA,NA,"NM","L000580",3,1959,"WE",0.313,0.047,"F",0,0,1,0,1,0
"R",0,0,925,0,974.06,0,25,0,25,0,NA,NA,NA,NA,"NM","P000588",7,1947,"WE",0.472,0.064,"M",0,1,2,1,0,0
"D",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM",NA,NA,NA,"WE",NA,NA,NA,0,0,3,0,1,0
"R",0,0,20,20,60,0,114,0,154,0,105.11,0,NA,NA,"NY","K000210",13,1944,"NE",0.259,0.03,"M",0,1,2,1,0,0
"D",0,NA,85,89.5,20,0,NA,NA,NA,NA,NA,NA,NA,NA,"NY","I000057",8,1958,"NE",0.334,0.051,"M",0,0,3,NA,NA,1
"D",0,NA,30,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"NY","R000053",15,1930,"NE",0.514,0.341,"M",0,0,13,NA,NA,1
"D",0,1,230,90.5,330,0.35,335,5,300,15,NA,NA,NA,NA,"NY","C001038",10,1962,"NE",0.412,0.07,"M",1,1,14,0,1,0
"D",0,1,0,0,0,0,0,0,0,0,10,0,NA,NA,"NY","S000248",15,1943,"NE",0.491,0.377,"M",0,0,15,0,1,0
"D",0,1,20,0,150,10,172,20,184,20,70,0,NA,NA,"NY","E000179",15,1947,"NE",0.408,0.093,"M",1,1,16,0,1,0
"D",0,1,5,0,0,0,62,0,62,0,67,0,NA,NA,"NY","L000480",15,1937,"NE",0.389,0.152,"F",0,1,17,0,1,0
"D",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY",NA,NA,NA,"NE",NA,NA,NA,0,0,18,0,1,0
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY",NA,NA,NA,"NE",NA,NA,NA,0,0,19,NA,NA,1
"R",1,NA,32.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"NY","H001051",3,1951,"NE",0.215,0.145,"M",0,0,22,NA,NA,1
"D",0,NA,45,25,20,0,25,0,25,0,NA,NA,NA,NA,"NY","S000480",16,1929,"NE",0.465,0.104,"F",0,1,25,NA,NA,1
"R",0,0,20,0,335.5,10,184,8.55,319,3.55,0,0,NA,NA,"NY","C001092",3,1950,"NE",0.357,0.236,"M",1,1,27,1,0,0
"R",0,NA,110,0,305,20,NA,NA,NA,NA,NA,NA,NA,NA,"NC","E000291",3,1964,"SO",0.406,0.338,"F",0,0,2,NA,NA,1
"R",0,0,270,10,128,0,187,0,162,0,NA,NA,NA,NA,"NC","P000606",3,1948,"SO",0.561,0.333,"M",0,1,9,1,0,0
"R",0,0,25,0,65,0,160,0,130,5,38.5,0,NA,NA,"NC","M001187",3,1959,"SO",0.605,0.201,"M",1,1,11,1,0,0
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NC",NA,NA,NA,"SO",NA,NA,NA,0,0,13,1,0,0
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND",NA,NA,NA,"MW",NA,NA,NA,0,0,0,1,0,0
"R",0,NA,531.5,0,458,0,35,0,25,0,NA,NA,NA,NA,"OH","T000462",9,1962,"MW",0.386,0.026,"M",0,1,12,NA,NA,1
"R",0,0,297.5,3,394.8,10,1708.25,25,1996.75,26,NA,NA,NA,NA,"OH","R000586",4,1958,"MW",0.387,0.143,"M",1,1,16,1,0,0
"R",0,NA,107.5,0,180,0,0,0,0,0,NA,NA,NA,NA,"OK","B001283",3,1975,"SO",0.689,0.157,"M",0,0,1,NA,NA,1
"R",0,0,432.5,20,858.5,0,1333.5,20,1908.5,0,1050,0,NA,NA,"OR","W000791",10,1957,"WE",0.333,0.011,"M",0,1,2,1,0,0
"D",0,1,0,0,202.75,0,0,0,2.5,0,NA,NA,NA,NA,"PA","B001227",11,1945,"NE",0.484,0.225,"M",0,1,1,0,1,0
"R",1,NA,190,54,267,65,70,0,NA,NA,NA,NA,NA,NA,"PA","M001181",4,1955,"NE",0.22,0.076,"M",0,0,7,NA,NA,1
"R",0,NA,259,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"PA","F000451",4,1963,"NE",0.202,0.186,"M",0,0,8,NA,NA,1
"R",0,NA,1068.5,10,1273.62,0,30,0,NA,NA,NA,NA,NA,NA,"PA","S001154",9,1961,"NE",0.374,0.323,"M",0,0,9,NA,NA,1
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PA",NA,NA,NA,"NE",NA,NA,NA,0,0,10,1,0,0
"R",0,0,130.5,0,270,0,865.25,9,895.05,9,NA,NA,NA,NA,"PA","B001269",4,1956,"NE",0.278,0.393,"M",1,1,11,1,0,0
"R",0,0,818.5,0,454.5,0,772,12.5,927.99,10,NA,NA,NA,NA,"PA","R000598",3,1962,"NE",0.498,0.044,"M",1,1,12,1,0,0
"R",0,NA,569.19,0,215,0,0,0,0,0,NA,NA,NA,NA,"PA","D000604",7,1960,"NE",0.244,0.085,"M",0,0,15,NA,NA,1
"R",0,NA,340,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"PA","P000373",10,1939,"NE",0.538,0.012,"M",0,0,16,NA,NA,1
"R",0,NA,742.5,0,532.5,10,0,0,0,0,NA,NA,NA,NA,"PA","M001151",8,1952,"NE",0.258,0.198,"M",0,0,18,NA,NA,1
"R",1,1,126,0,20,0,50,42,75,42,NA,NA,NA,NA,"SC","S000051",6,1960,"SO",0.686,0.728,"M",1,1,1,0,1,0
"R",0,0,95,0,152,0,37.5,0,27.5,0,NA,NA,NA,NA,"SC","G000566",4,1964,"SO",0.655,0.002,"M",0,1,4,1,0,0
"R",0,NA,155,0,115,0,0,0,0,0,NA,NA,NA,NA,"SC","M001182",4,1967,"SO",0.75,0.592,"M",0,0,5,NA,NA,1
"R",0,0,486.5,67,379.5,10,35,0,0,0,NA,NA,NA,NA,"SD","N000184",4,1971,"MW",0.398,0.326,"F",0,0,0,1,0,0
"R",0,0,45,0,5,0,37,0,37,0,5,0,NA,NA,"TN","R000582",5,1945,"SO",0.486,0.024,"M",0,1,1,1,0,0
"R",0,0,65,0,40,20,0,0,0,0,NA,NA,NA,NA,"TN","D000533",16,1947,"SO",0.604,0.476,"M",0,0,2,1,0,0
"R",0,NA,276.25,0,230,0,NA,NA,0,0,NA,NA,NA,NA,"TN","B001273",4,1951,"SO",0.58,0.219,"F",0,0,6,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TN",NA,NA,NA,"SO",NA,NA,NA,0,0,7,NA,NA,1
"R",0,NA,130,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"TN","F000458",3,1973,"SO",0.526,0.181,"M",0,0,8,NA,NA,1
"R",0,0,442.5,0,340.5,0,NA,NA,0,0,NA,NA,NA,NA,"TX","P000592",7,1948,"SO",0.594,0.029,"M",0,0,2,1,0,0
"R",0,0,180,0,70,10,0,0,0,0,NA,NA,NA,NA,"TX","J000174",14,1930,"SO",0.61,0.277,"M",0,0,3,1,0,0
"R",0,0,221,0,256.5,0,0,0,0,0,NA,NA,NA,NA,"TX","H001036",8,1957,"SO",0.703,0.04,"M",0,0,5,1,0,0
"R",0,0,845,0,636.5,0,NA,NA,NA,NA,NA,NA,NA,NA,"TX","B000213",16,1949,"SO",0.528,0.047,"M",0,0,6,1,0,0
"R",0,0,366,10,604.5,5,1171.27,47,1313.2,62,NA,NA,NA,NA,"TX","C001048",9,1956,"SO",0.503,0.366,"M",1,1,7,1,0,0
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX",NA,NA,NA,"SO",NA,NA,NA,0,0,11,1,0,0
"R",0,0,368.75,12.5,408.25,80,224.75,3,294.75,3,430.75,0,NA,NA,"TX","T000238",12,1958,"SO",0.525,0.313,"M",1,1,13,1,0,0
"D",0,NA,20,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"TX","H000636",10,1940,"SO",0.34,0.235,"M",0,0,15,NA,NA,1
"D",0,1,155,0,0,0,1424.14,279.09,1896.79,304.22,NA,NA,NA,NA,"TX","O000170",3,1972,"SO",0.304,0.331,"M",1,1,16,0,1,0
"R",0,0,950.5,104,696.5,0,648,0,683,0,570,2.5,NA,NA,"TX","F000461",4,1954,"SO",0.572,0.293,"M",0,1,17,1,0,0
"R",0,NA,215,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"TX","N000182",7,1949,"SO",0.628,0.322,"M",0,0,19,NA,NA,1
"R",0,0,505.5,0,343,0,NA,NA,0,0,NA,NA,NA,NA,"TX","S000583",16,1947,"SO",0.425,0.061,"M",0,0,21,1,0,0
"R",0,0,1242,0,1378,0,694.78,0,913.78,0,851.88,0,NA,NA,"TX","O000168",5,1962,"SO",0.548,0.308,"M",0,1,22,1,0,0
"R",0,0,487.15,0,472,0,280,0,265,0,187.61,0,NA,NA,"TX","M001158",7,1951,"SO",0.6,0.154,"M",0,1,24,1,0,0
"R",0,NA,321,0,265.5,0,0,0,0,0,NA,NA,NA,NA,"TX","F000460",4,1961,"SO",0.548,0.016,"M",0,0,27,NA,NA,1
"D",1,1,465,0,964.5,25,0,0,0,0,NA,NA,NA,NA,"TX","G000410",13,1947,"SO",0.324,0.453,"M",0,0,29,0,1,0
"R",0,0,233,2.5,456.66,0,241,0,231,0,NA,NA,NA,NA,"UT","B001250",8,1951,"WE",0.537,0.105,"M",0,1,1,1,0,0
"R",0,NA,132.5,0,165,0,0,0,0,0,NA,NA,NA,NA,"UT","C001076",5,1967,"WE",0.647,0.278,"M",0,0,3,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA",NA,NA,NA,"SO",NA,NA,NA,0,0,2,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA",NA,NA,NA,"SO",NA,NA,NA,0,0,4,NA,NA,1
"R",0,0,240,0,329.5,0,0,0,0,0,NA,NA,NA,NA,"VA","G000289",13,1952,"SO",0.496,0.002,"M",0,0,6,1,0,0
"D",0,NA,12.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"WA","M000404",14,1936,"WE",0.666,0.197,"M",0,0,7,NA,NA,1
"R",1,1,57.5,10,100,65,0,0,NA,NA,NA,NA,NA,NA,"WA","R000578",7,1950,"WE",0.224,0.146,"M",0,0,8,0,1,0
"D",0,1,35,0,30,0,65,2.5,65,2.5,10,0,NA,NA,"WA","H001064",3,1952,"WE",0.312,0.128,"M",1,1,10,0,1,0
"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WI",NA,NA,NA,"MW",NA,NA,NA,0,0,5,1,0,0
"R",0,0,230,0,188.5,0,227,0,252,0,133,0,NA,NA,"WI","D000614",4,1971,"MW",0.511,0.109,"M",0,1,7,1,0,0
