"first_name.x","last_name.x","state.x","district.x","Vote3","Vote4","Vote51","Vote52","Vote6","BioID","GovtrackID","Vote7","party","Vote_count","Vote_change","opensecrets_id.x","Contribution_3_-.x","Contribution_3_+.x","Contribution_4_-.x","Contribution_4_+.x","Contribution_51_-.x","Contribution_51_+.x","Contribution_52_-.x","Contribution_52_+.x","Contribution_6_-.x","Contribution_6_+.x","Contribution_7_-.x","Contribution_7_+.x","name.x","last_name.y","first_name.y","state.y","opensecrets_id.y","bioguide_id","district.y","Contribution_3_-.y","Contribution_3_+.y","Contribution_4_-.y","Contribution_4_+.y","Contribution_51_-.y","Contribution_51_+.y","Contribution_52_-.y","Contribution_52_+.y","Contribution_6_-.y","Contribution_6_+.y","Contribution_7_-.y","Contribution_7_+.y","name.y"
"Gregory W.","Meeks","NY",5,"+","+","+","+","+",NA,NA,NA,"D",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gregory w meeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nydia","Velázquez","NY",7,"+","+","+","+","+",NA,NA,NA,"D",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nydia vel zquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hakeem S.","Jeffries","NY",8,"+","+","+","+","+",NA,NA,NA,"D",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hakeem s jeffries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yvette D.","Clarke","NY",9,"+","+","+","+","+",NA,NA,NA,"D",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yvette d clarke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jerrold L.","Nadler","NY",10,"+","+","+","+","+",NA,NA,NA,"D",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jerrold l nadler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michael","Grimm","NY",11,"-",NA,NA,NA,NA,NA,NA,NA,"R",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"michael grimm","Grimm","Michael","NY","N00031401","G000569",11,17150,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"michael grimm"
"Carolyn B.","Maloney","NY",12,"+","+","+","+","+",NA,NA,NA,"D",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"carolyn b maloney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charles","Rangel","NY",13,"+","+",NA,NA,NA,NA,NA,NA,"D",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"charles rangel","Rangel","Charles","NY","N00000964","R000053",13,3000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"charles rangel"
"Joseph","Crowley","NY",14,"+","+","+","+",NA,NA,NA,NA,"D",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"joseph crowley","Crowley","Joseph","NY","N00001127","C001038",14,23000,6450,33000,35,33500,500,29000,1500,NA,NA,NA,NA,"joseph crowley"
"Jose","Serrano","NY",15,"+","+","+","+","+",NA,NA,NA,"D",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jose serrano","Serrano","José","NY","N00001813","S000248",15,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,NA,NA,"jos serrano"
"Eliot L.","Engel","NY",16,"+","+","+","+","+",NA,NA,NA,"D",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliot l engel","Engel","Eliot","NY","N00001003","E000179",16,2000,0,15000,1000,17200,2000,18400,2000,7000,0,NA,NA,"eliot engel"
"Nita M.","Lowey","NY",17,"+","+","+","+","+",NA,NA,NA,"D",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nita m lowey","Lowey","Nita","NY","N00001024","L000480",17,500,0,NA,NA,6200,0,6200,0,6700,0,NA,NA,"nita lowey"
"Sean Patrick","Maloney","NY",18,"+","+","+","+","+",NA,NA,NA,"D",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sean patrick maloney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris","Gibson","NY",19,"+","+",NA,NA,NA,NA,NA,NA,"R",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chris gibson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paul D.","Tonko","NY",20,"+","+","+","+","+",NA,NA,NA,"D",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paul d tonko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bill","Owens","NY",21,"+",NA,NA,NA,NA,NA,NA,NA,"D",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bill owens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richard","Hanna","NY",22,"-","+",NA,NA,NA,NA,NA,NA,"R",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"richard hanna","Hanna","Richard","NY","N00030197","H001051",22,3250,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"richard hanna"
"Dan","Maffei","NY",24,"+",NA,NA,NA,NA,NA,NA,NA,"D",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dan maffei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Louise","Slaughter","NY",25,"+","+","+",NA,NA,NA,NA,NA,"D",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"louise slaughter","Slaughter","Louise","NY","N00001311","S000480",25,4500,2500,2000,0,2500,0,2500,0,NA,NA,NA,NA,"louise slaughter"
"Brian M.","Higgins","NY",26,"+","+","+","+","+",NA,NA,NA,"D",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"brian m higgins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris","Collins","NY",27,"-","-","-","-","-",NA,NA,NA,"R",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chris collins","Collins","Chris","NY","N00001285","C001092",27,1000,0,32550,1000,18400,855,31900,355,NA,NA,NA,NA,"chris collins"
"Renee","Ellmers","NC",2,"-","-",NA,NA,NA,NA,NA,NA,"R",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"renee ellmers","Ellmers","Renee","NC","N00031513","E000291",2,11000,0,29500,1000,NA,NA,NA,NA,NA,NA,NA,NA,"renee ellmers"
"Jr.","Jones","NC",3,"-","-","-","-",NA,NA,NA,NA,"R,D,R",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jr jones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Howard","Coble","NC",6,"-",NA,NA,NA,NA,NA,NA,NA,"R",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"howard coble","Coble","Howard","NC","N00002247","C000556",6,4000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"howard coble"
"Mike","McIntyre","NC",7,"+",NA,NA,NA,NA,NA,NA,NA,"D",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mike mcintyre","McIntyre","Mike","NC","N00002356","M000485",7,25000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mike mcintyre"
"Robert","Pittenger","NC",9,"-","-","-","-",NA,NA,NA,NA,"R",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"robert pittenger","Pittenger","Robert","NC","N00034416","P000606",9,27000,1000,12800,0,18700,0,6200,0,NA,NA,NA,NA,"robert pittenger"
"Patrick T.","McHenry","NC",10,"-","-","-","-","-",NA,NA,NA,"R",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"patrick t mchenry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mark","Meadows","NC",11,"-","-","-","-","-",NA,NA,NA,"R",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mark meadows","Meadows","Mark","NC","N00033631","M001187",11,2500,0,6500,0,16000,0,13000,500,3850,0,NA,NA,"mark meadows"
"Mel","Watt","NC",12,"+",NA,NA,NA,NA,NA,NA,NA,"D",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mel watt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"George","Holding","NC",13,"-","-","-","-","-",NA,NA,NA,"R",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"george holding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kevin","Cramer","ND",0,"-","-","-","-",NA,NA,NA,NA,"R",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kevin cramer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brad R.","Wenstrup","OH",2,"-","-","-","-","-",NA,NA,NA,"R",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"brad r wenstrup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"John","Boehner","OH",8,NA,NA,NA,NA,NA,NA,NA,NA,"R",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"john boehner","Boehner","John","OH","N00003675","B000589",8,883902,7650,-5000,0,NA,NA,NA,NA,NA,NA,NA,NA,"john boehner"
"Michael R.","Turner","OH",10,"-","-","-","-","-",NA,NA,NA,"R",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"michael r turner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marcia L.","Fudge","OH",11,"+","+","+","+","+",NA,NA,NA,"D",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"marcia l fudge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pat","Tiberi","OH",12,"-","-",NA,NA,NA,NA,NA,NA,"R",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pat tiberi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"David P.","Joyce","OH",14,"-","-","-","-","-",NA,NA,NA,"R",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"david p joyce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jim","Renacci","OH",16,"-","-","-","-",NA,NA,NA,NA,"R",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jim renacci",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jim","Bridenstine","OK",1,"-","-",NA,NA,NA,NA,NA,NA,"R",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jim bridenstine","Bridenstine","Jim","OK","N00033532","B001283",1,10750,0,18000,0,NA,NA,NA,NA,NA,NA,NA,NA,"jim bridenstine"
"Frank D.","Lucas","OK",3,"-","-","-","-","-",NA,NA,NA,"R",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"frank d lucas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"James","Lankford","OK",5,"-",NA,NA,NA,NA,NA,NA,NA,"R",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"james lankford",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greg P.","Walden","OR",2,"-","-","-","-","-",NA,NA,NA,"R",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"greg p walden","Walden","Greg","OR","N00007690","W000791",2,43250,2000,85850,0,125850,2000,185850,0,105000,0,NA,NA,"greg walden"
"Peter A.","DeFazio","OR",4,"+","+","+","+","+",NA,NA,NA,"D",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"peter a defazio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robert A.","Brady","PA",1,"+","+","+","+",NA,NA,NA,NA,"D",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"robert a brady","Brady","Robert","PA","N00001619","B001227",1,NA,NA,20275,0,NA,NA,250,0,NA,NA,NA,NA,"robert brady"
"Chaka","Fattah","PA",2,"+",NA,NA,NA,NA,NA,NA,NA,"D",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chaka fattah","Fattah","Chaka","PA","N00001746","F000043",2,3000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chaka fattah"
"Glenn W.","Thompson","PA",5,"-","-","-","-","-",NA,NA,NA,"R",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glenn w thompson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jim","Gerlach","PA",6,"-",NA,NA,NA,NA,NA,NA,NA,"R",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jim gerlach","Gerlach","Jim","PA","N00025025","G000549",6,27000,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jim gerlach"
"Patrick","Meehan","PA",7,"-","-","+",NA,NA,NA,NA,NA,"R",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"patrick meehan","Meehan","Patrick","PA","N00031134","M001181",7,19000,5400,26700,6500,2000,0,-13000,0,NA,NA,NA,NA,"patrick meehan"
"Michael","Fitzpatrick","PA",8,"-","-",NA,NA,NA,NA,NA,NA,"R",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"michael fitzpatrick","Fitzpatrick","Michael","PA","N00027229","F000451",8,21900,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"michael fitzpatrick"
"Bill","Shuster","PA",9,NA,"-","-",NA,NA,NA,NA,NA,"R",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bill shuster","Shuster","Bill","PA","N00013770","S001154",9,104350,1000,127362,0,500,0,-1500,0,NA,NA,NA,NA,"bill shuster"
"Tom","Marino","PA",10,"-","-","-","-",NA,NA,NA,NA,"R",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tom marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lou","Barletta","PA",11,"-","-","-","-",NA,NA,NA,NA,"R",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lou barletta","Barletta","Lou","PA","N00025495","B001269",11,13050,0,27000,0,86525,900,89505,900,NA,NA,NA,NA,"lou barletta"
"Keith J.","Rothfus","PA",12,"-","-","-","-",NA,NA,NA,NA,"R",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"keith j rothfus","Rothfus","Keith","PA","N00031253","R000598",12,81850,0,45450,0,77200,1250,92799,1000,NA,NA,NA,NA,"keith rothfus"
"Allyson Y.","Schwartz","PA",13,"+",NA,NA,NA,NA,NA,NA,NA,"D",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"allyson y schwartz","Schwartz","Allyson","PA","N00001579","S001162",13,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"allyson schwartz"
"Charlie","Dent","PA",15,"-","-","-",NA,NA,NA,NA,NA,"R",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"charlie dent","Dent","Charles","PA","N00026171","D000604",15,55919,0,20500,0,NA,NA,NA,NA,NA,NA,NA,NA,"charles dent"
"Joe","Pitts","PA",16,"-","-",NA,NA,NA,NA,NA,NA,"R",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"joe pitts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matt A.","Cartwright","PA",17,"+","+","+","+","+",NA,NA,NA,"D",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"matt a cartwright",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tim","Murphy","PA",18,"-","-","-",NA,NA,NA,NA,NA,"R",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tim murphy","Murphy","Tim","PA","N00024992","M001151",18,74250,0,52450,1000,NA,NA,NA,NA,NA,NA,NA,NA,"tim murphy"
"Mark","Sanford","SC",1,"-","-","+","+",NA,NA,NA,NA,"R",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mark sanford",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trey","Gowdy","SC",4,"-","-","-","-",NA,NA,NA,NA,"R",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"trey gowdy","Gowdy","Trey","SC","N00030880","G000566",4,9500,0,15200,0,1250,0,250,0,NA,NA,NA,NA,"trey gowdy"
"Mick","Mulvaney","SC",5,"-","-",NA,NA,NA,NA,NA,NA,"R",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mick mulvaney","Mulvaney","Mick","SC","N00031412","M001182",5,15500,0,11500,0,NA,NA,NA,NA,NA,NA,NA,NA,"mick mulvaney"
"James E.","Clyburn","SC",6,"+","+",NA,"+","+",NA,NA,NA,"D",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"james e clyburn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kristi","Noem","SD",0,NA,"-","-","-",NA,NA,NA,NA,"R",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kristi noem","Noem","Kristi","SD","N00032022","N000184",0,40450,6400,34950,1000,3500,0,NA,NA,NA,NA,NA,NA,"kristi noem"
"Phil","Roe","TN",1,"-","-","-","-","-",NA,NA,NA,"R",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"phil roe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jr.","Duncan","TN",2,"-","-","-","-",NA,NA,NA,NA,"R",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jr duncan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diane","Black","TN",6,"-","-","-",NA,NA,NA,NA,NA,"R",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"diane black","Black","Diane","TN","N00031539","B001273",6,27625,0,23000,0,-1000,0,NA,NA,NA,NA,NA,NA,"diane black"
"Marsha","Blackburn","TN",7,"-","-","-",NA,NA,NA,NA,NA,"R",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"marsha blackburn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stephen","Fincher","TN",8,"-","-",NA,NA,NA,NA,NA,NA,"R",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stephen fincher","Fincher","Stephen","TN","N00031141","F000458",8,13000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stephen fincher"
"Ted","Poe","TX",2,"-",NA,NA,"-",NA,NA,NA,NA,"R",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ted poe","Poe","Ted","TX","N00026457","P000592",2,44250,0,34050,0,-3000,0,NA,NA,NA,NA,NA,NA,"ted poe"
"Sam","Johnson","TX",3,"-","-","-","-",NA,NA,NA,NA,"R",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sam johnson","Johnson","Sam","TX","N00008028","J000174",3,17000,0,7000,1000,NA,NA,NA,NA,NA,NA,NA,NA,"sam johnson"
"Ralph","Hall","TX",4,"-",NA,NA,NA,NA,NA,NA,NA,"R",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ralph hall","Hall","Ralph","TX","N00005645","H000067",4,33750,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ralph hall"
"Jeb","Hensarling","TX",5,"-","-","-","-",NA,NA,NA,NA,"R",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jeb hensarling","Hensarling","Jeb","TX","N00024922","H001036",5,22100,0,25650,0,NA,NA,NA,NA,NA,NA,NA,NA,"jeb hensarling"
"Joe","Barton","TX",6,"-","-","-","-",NA,NA,NA,NA,"R",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"joe barton","Barton","Joe","TX","N00005656","B000213",6,81900,0,62650,0,-3550,0,-2050,0,NA,NA,NA,NA,"joe barton"
"John A.","Culberson","TX",7,"-","-","-","-",NA,NA,NA,NA,"R",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"john a culberson","Culberson","John","TX","N00009738","C001048",7,36600,1000,60450,500,108427,4700,121620,6200,NA,NA,NA,NA,"john culberson"
"Kevin P.","Brady","TX",8,"-",NA,"-","-","-",NA,NA,NA,"R",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kevin p brady",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michael T.","McCaul","TX",10,"-","-","-","-","-",NA,NA,NA,"R",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"michael t mccaul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K. Michael","Conaway","TX",11,"-","-","-","-","-",NA,NA,NA,"R",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"k michael conaway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mac","Thornberry","TX",13,"-","-","-","-","-",NA,NA,NA,"R",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mac thornberry","Thornberry","Mac","TX","N00006052","T000238",13,36875,1250,40825,8000,22475,300,29475,300,41075,0,NA,NA,"mac thornberry"
"Randy K.","Weber","TX",14,"-","-","-","-","-",NA,NA,NA,"R",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"randy k weber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruben","Hinojosa","TX",15,"+","+",NA,NA,NA,NA,NA,NA,"D",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ruben hinojosa","Hinojosa","Rubén","TX","N00006008","H000636",15,2000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rub n hinojosa"
"Beto","O'Rourke","TX",16,"+","+","+","+",NA,NA,NA,NA,"D",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beto o rourke","O’Rourke","Beto","TX","N00033540","O000170",16,15500,0,NA,NA,142414,27909,189679,30422,NA,NA,NA,NA,"beto o rourke"
"Bill","Flores","TX",17,"-","-","-","-","-",NA,NA,NA,"R",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bill flores","Flores","Bill","TX","N00031545","F000461",17,95050,10400,69650,0,64800,0,68300,0,54000,250,NA,NA,"bill flores"
"Randy","Neugebauer","TX",19,"-","-",NA,NA,NA,NA,NA,NA,"R",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"randy neugebauer","Neugebauer","Randy","TX","N00026043","N000182",19,21500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"randy neugebauer"
"Lamar S.","Smith","TX",21,"-","-","-","-",NA,NA,NA,NA,"R",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lamar s smith","Smith","Lamar","TX","N00001811","S000583",21,48550,0,34300,0,-5000,0,NA,NA,NA,NA,NA,NA,"lamar smith"
"Pete","Olson","TX",22,"-","-","-","-","-",NA,NA,NA,"R",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pete olson","Olson","Pete","TX","N00029285","O000168",22,107800,0,129900,0,67978,0,89878,0,82488,0,NA,NA,"pete olson"
"Pete P.","Gallego","TX",23,"-",NA,NA,NA,NA,NA,NA,NA,"D",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pete p gallego","Gallego","Pete","TX","N00033541","G000572",23,9500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pete gallego"
"Kenny E.","Marchant","TX",24,"-","-","-","-","-",NA,NA,NA,"R",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kenny e marchant","Marchant","Kenny","TX","N00026710","M001158",24,48715,0,47200,0,28000,0,26500,0,18761,0,NA,NA,"kenny marchant"
"Michael C.","Burgess","TX",26,"-","-","-","-","-",NA,NA,NA,"R",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"michael c burgess",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
