"","LastName","FirstName","Amount.oil.114","Amount.coal.114","Amount.mining.114","Amount.gas.114","Amount.env.114","Amount.alt_en.114","Amount.oil.115","Amount.coal.115","Amount.mining.115","Amount.gas.115","Amount.env.115","Amount.alt_en.115","Amount.oil.116","Amount.coal.116","Amount.mining.116","Amount.gas.116","Amount.env.116","Amount.alt_en.116","Party","StateAbbreviation"
"1421","McMurray","Nate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1138,0,0,400,386,105,"D","NY"
"1422","Morse","Jessica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1137,0,0,5,43132,5227,"D","CA"
"1423","Rader","Betsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1071,0,4300,3,7225,44,"D","OH"
"1424","Fisher","Will",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1063,0,0,0,0,0,"D","TX"
"1425","Shirley","Liuba Grechen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1026,0,0,20,3678,340,"D","NY"
"1426","Thompson","James",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1022,0,50,0,200,2710,"D","KS"
"1427","Aramayo","Vanessa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,1000,0,0,"D","CA"
"1428","Barrera","Roy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,0,0,0,"D","TX"
"1429","Byrne","Leslie L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,0,0,0,"D","VA"
"1430","Combee","Neil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,1350,0,0,0,"R","FL"
"1431","Dayton","Margaret",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,0,0,0,"R","UT"
"1432","Epley","James",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,0,0,0,"R","SC"
"1433","Fulford","Jonathan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,0,9100,250,"D","ME"
"1434","Glisson","Vickie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,0,0,0,"R","KY"
"1435","Goodrich","Grant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,0,0,0,"D","OH"
"1436","Hill","Judson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,1500,0,3500,0,"R","GA"
"1437","Johns","Jimmy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,0,0,0,"R","FL"
"1438","Joshi","Yatish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,0,0,0,"D","IN"
"1439","Kline","Danner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,0,0,0,"D","AL"
"1440","Levenson","Stewart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,0,0,0,"R","NH"
"1441","Manjarres","Javier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,0,0,0,"R","FL"
"1442","Moreno","Dominick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,0,0,0,"D","CO"
"1443","Morin","Will",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,0,0,500,"D","SC"
"1444","Neal","Rick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,0,5497,5225,"D","OH"
"1445","Nguyen","Danny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,1000,0,0,"R","TX"
"1446","O'Donnell","James",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,0,0,0,"R","NY"
"1447","Panda","Chetan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,0,0,0,"D","TX"
"1448","Sanborn","Andy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,0,0,200,"R","NH"
"1449","Spearman","Pat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,250,500,250,0,"D","NV"
"1450","Stovall","Robert",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,0,0,0,"R","TX"
"1451","Walker","Rick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,0,0,0,0,"R","TX"
"1452","Phillips","Dean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,948,0,0,0,8123,4482,"D","MN"
"1453","Eastman","Kara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943,0,58,23,24540,3926,"D","NE"
"1454","Salas","Andrew",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,919,0,0,0,0,0,"R","NM"
"1455","Min","Dave",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,0,0,600,750,750,"D","CA"
"1456","Ocasio-Cortez","Alexandria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,859,0,0,39,7436,282,"D","NY"
"1457","Hulings","Jay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,825,0,0,0,100,0,"D","TX"
"1458","Spalding","Carla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760,0,0,60,0,0,"R","FL"
"1459","Brown","Christine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,0,0,0,0,605,"D","WA"
"1460","Bloom","Stephen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,0,0,500,0,0,"R","PA"
"1461","Cobb","Alan Earl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,0,0,0,0,0,"R","KS"
"1462","Dubberly","Shannon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,0,0,0,0,0,"R","TX"
"1463","Haggman","Matt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,0,0,0,750,0,"D","FL"
"1464","Mustafa","Sameena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,0,0,250,0,0,"D","IL"
"1465","Reyes","Carlos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,0,0,0,0,0,"R","FL"
"1466","Powell","Jon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,0,0,0,0,0,"D","TX"
"1467","Learned","Andrew",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687,0,0,0,0,0,"D","FL"
"1468","Gray","Jim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665,0,0,0,1000,2700,"D","KY"
"1469","Lara","Damian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,0,0,650,0,0,"D","NM"
"1470","Keirstead","Hans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635,0,0,0,500,1000,"D","CA"
"1471","Newman","Marie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,0,0,0,4400,1000,"D","IL"
"1472","Walker","Tami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,0,0,0,0,50,"D","TX"
"1473","Carmona","Arturo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,587,0,0,0,115,69,"D","CA"
"1474","Hagan","Mallory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568,0,60,0,5,5,"D","AL"
"1475","Sweeney","Mike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560,0,0,0,0,0,"R","TX"
"1476","Plummer","Letitia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559,0,0,6,3,2,"D","TX"
"1477","Neguse","Joseph",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555,0,0,2,11374,1795,"D","CO"
"1478","Murtaugh","Morgan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,0,0,0,0,0,"R","CA"
"1479","Carlson","Kristen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543,0,200,0,12685,734,"D","FL"
"1480","Miller","Aruna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,0,0,0,2100,0,"D","MD"
"1481","Hoagenson","Renee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,523,0,0,20,25,0,"D","MO"
"1482","Coleman","Linda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507,0,4,116,9362,393,"D","NC"
"1483","Leeder","Jennie Lou",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506,0,0,0,0,0,"D","TX"
"1484","McDowell","Jan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506,0,0,0,0,0,"D","TX"
"1485","Dean","Madeleine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,0,0,501,4787,0,"D","PA"
"1486","Bacon","Kevin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,10800,10800,0,0,0,"R","OH"
"1487","Birkenstock","Veronica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,"R","TX"
"1488","Clegg","Dave",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,"D","NY"
"1489","Crossey","Michael J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,"D","PA"
"1490","Cullop","Ben",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,500,0,4450,"D","VA"
"1491","Diganvker","Jitendra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,"R","IL"
"1492","Greenfield","Theresa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,2664,0,0,0,"D","IA"
"1493","Hassett","Doug",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,500,0,0,"R","CA"
"1494","Hill","Shak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,2700,0,0,0,"R","VA"
"1495","Hopkins","Randy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,"D","UT"
"1496","Jones","Mary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,"R","VA"
"1497","Love","Shirley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,"D","WV"
"1498","Madden","Patrick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,"D","NY"
"1499","Malek","Luke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,4025,0,0,0,"R","ID"
"1500","Mapp","Chris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,"R","TX"
"1501","Matheny","Judd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,"R","TN"
"1502","Mcintosh","Elijah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,"D","OK"
"1503","Morganelli","John",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,"D","PA"
"1504","Nelson","Carla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,"R","MN"
"1505","Olson","Craig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,"D","ME"
"1506","Prejean","Christina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,"D","CA"
"1507","Rhodes","Gareth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,250,0,"D","NY"
"1508","Sabato","Antonio Jr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,240,"R","CA"
"1509","Scott","Zach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,"D","OH"
"1510","Spiers","Jon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,"R","TX"
"1511","Tanoos","William",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,"D","IN"
"1512","Van","Houten Tracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,250,"D","CA"
"1513","Weber","Linda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,750,0,"D","NJ"
"1514","Whittaker","Malcolm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,"R","TX"
"1515","Lucas","Conrad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475,0,250,0,0,0,"R","WV"
"1516","Bourdeaux","Carolyn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,0,0,0,22097,4759,"D","GA"
"1517","Methvin","Mimi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,0,0,0,0,1000,"D","LA"
"1518","Mitchell","Danielle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,0,0,0,0,0,"D","TN"
"1519","Beal","Brent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346,0,0,0,0,0,"D","TX"
"1520","Wolff","Denny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,0,0,250,0,0,"D","PA"
"1521","Richardson","David",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,0,0,0,1080,20,"D","FL"
"1522","Mazeski","Kelly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,0,0,0,2250,0,"D","IL"
"1523","Isner","Tabitha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,0,0,0,100,0,"D","AL"
"1524","Hayes","Jahana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,0,0,252,2588,273,"D","CT"
"1525","Allen","Kathryn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,0,0,0,0,70,"D","UT"
"1526","Phoenix","Jess",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,0,0,0,1525,210,"D","CA"
"1527","Brown","Lisa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,0,250,0,65679,8583,"D","WA"
"1528","Kohl","Dan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,0,0,250,1932,37,"D","WI"
"1529","Crowe","Derrick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,0,0,0,5,21,"D","TX"
"1530","Pappas","Chris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,0,0,0,8753,1057,"D","NH"
"1531","Adams","Denise Darcel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,263,0,"D","NC"
"1532","Angle","Sharron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,"R","NV"
"1533","Bieda","Steve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,250,0,0,"D","MI"
"1534","Bliatout","Bobby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,"D","CA"
"1535","Bunny","Sean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,"D","NY"
"1536","Chen","Jay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,250,0,0,"D","CA"
"1537","Davidson","Margo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,250,0,0,"D","PA"
"1538","Deen","Sam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,"R","TX"
"1539","Dunn","Morgan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,"R","MS"
"1540","Emert","Jason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,"R","TN"
"1541","Garcia","Roel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,"D","TX"
"1542","Helmer","Daniel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,2750,937,"D","VA"
"1543","Hernandez","Sara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,"D","CA"
"1544","Jennings","Adam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,"D","MN"
"1545","Johnson","Kevin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,"D","PA"
"1546","Linsenmayer","Ray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,250,0,"D","PA"
"1547","Livengood","Marla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,450,"R","CA"
"1548","Lutz","Mary Ann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,"D","CA"
"1549","Mantey","Dale S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,"D","TX"
"1550","McPherson","Bruce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,"R","GA"
"1551","Melson","Boyd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,75,"D","NY"
"1552","Mullen","Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,"I","MA"
"1553","Pelletier","Paul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,"D","VA"
"1554","Rackleff","Bob",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,250,750,0,"D","FL"
"1555","Shipp","Brett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,"D","TX"
"1556","Suddarth","John",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,"D","VA"
"1557","Volpato","Jack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,"R","NM"
"1558","Walker","Paul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,"D","KY"
"1559","Wells","Bill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,"R","CA"
"1560","Wilson","Mary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,250,0,0,"D","TX"
"1561","Zmrhal","Eric K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,0,"R","TX"
"1562","St","John Brendan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,0,0,0,0,0,"I","CA"
"1563","Kennedy","Rick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,0,0,0,0,0,"D","TX"
"1564","Spoerer","Carl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,0,0,0,0,0,"D","IL"
"1565","King","Jess",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,0,0,16,11806,4079,"D","PA"
"1566","Adia","Vanessa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,0,0,6,2,1,"D","TX"
"1567","Williams","Vangie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,0,0,0,398,0,"D","VA"
"1568","Carrillo","Wendy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,"D","CA"
"1569","Dove","Jeff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,"R","VA"
"1570","Balter","Dana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,0,0,77,1904,212,"D","NY"
"1571","Amatul-Wadud","Tahirah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,0,0,0,0,100,"D","MA"
"1572","Martin","Henry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,0,0,0,0,0,"D","MO"
"1573","Myers","Cathy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,0,0,0,0,330,"D","WI"
"1574","Shamel","Hayden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,0,0,0,0,0,"D","AR"
"1575","Bush","Diane Mitsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,0,500,5,11635,4505,"D","CO"
"1576","Westbrook","Brianna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,0,0,0,5,1,"D","AZ"
"1577","Perry","Paul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,0,0,0,500,28,"D","PA"
"1578","Flores","Yolie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,100,0,0,"D","CA"
"1579","Freeman","April",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,"D","FL"
"1580","Holbrook","Mark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,"R","ME"
"1581","Perri","Chris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,"D","TX"
"1582","Ramsey","George",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,"D","IA"
"1583","Smith","Carlton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,"D","MS"
"1584","Radinovich","Joe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,0,20,12,3584,2824,"D","MN"
"1585","Wild","Susan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,0,2,2,18520,63,"D","PA"
"1586","Fagan","Linsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,0,0,23,8,25,"D","TX"
"1587","Denney","Audrey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,0,10,0,2913,4470,"D","CA"
"1588","Glenn","Darryl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,0,0,0,0,0,"R","CO"
"1589","Hanson","Ben",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,0,0,0,0,0,"D","ND"
"1590","Kanew","Justin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,0,0,0,0,5,"D","TN"
"1591","Fershee","Kendra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,0,0,0,25,0,"D","WV"
"1592","Palmer","Susan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,0,250,5,31,30,"D","OH"
"1593","Burch","Lorie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,0,0,27,0,0,"D","TX"
"1594","Ghorbani","Shireen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,0,50,5,501,30,"D","UT"
"1595","Horton","Kyle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,0,0,5,464,280,"D","NC"
"1596","Barzee","Flores Mary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,0,0,1,6627,24,"D","FL"
"1597","Matta","Tatiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,0,0,0,50,14,"D","CA"
"1598","Baake","David",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,0,0,500,0,"D","NM"
"1599","Fleenor","Jessee Carlton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,0,0,0,0,"D","LA"
"1600","Matiella","Mary Sally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,0,0,500,0,"D","AZ"
"1601","Trevino","Rick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,0,6,3,1,"D","TX"
"1602","Shalala","Donna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,0,0,7773,5202,"D","FL"
"1603","Vaid","Omar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,0,0,0,0,"D","NY"
"1604","Brill","David",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0,0,35,2,0,"D","AZ"
"1605","Welder","Brent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,0,27,2705,1151,"D","KS"
"1606","Krantz","Catherine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,0,0,0,0,0,"D","TX"
"1607","L'Italien","Barbara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0,0,0,450,3800,"D","MA"
"1608","Jammal","Sam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,275,4181,"D","CA"
"1609","Osmack","Mark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,500,0,"D","MO"
"1610","Rittereiser","Jason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,2000,850,"D","WA"
"1611","Cunningham","Joe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,0,0,914,154,"D","SC"
"1612","Bush","Cori",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,11,1,637,"D","MO"
"1613","Jacobsen","Leann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,0,0,1500,0,"D","IA"
"1614","Lake","Jeannine Lee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,10,0,0,0,"D","IN"
"1615","Zimmerman","Jennifer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,0,0,0,0,"D","FL"
"1616","Holguin","Eric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,0,0,30,0,"D","TX"
"1617","Sagan","Greg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,0,0,"D","TX"
"1618","Vilela","Amy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,1,1,0,"D","NV"
"1619","Keady","Jim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,"D","NJ"
