"","LastName","FirstName","Amount.oil.114","Amount.coal.114","Amount.mining.114","Amount.gas.114","Amount.env.114","Amount.alt_en.114","Amount.oil.115","Amount.coal.115","Amount.mining.115","Amount.gas.115","Amount.env.115","Amount.alt_en.115","Amount.oil.116","Amount.coal.116","Amount.mining.116","Amount.gas.116","Amount.env.116","Amount.alt_en.116","Party","StateAbbreviation"
"618","Hughes","Bill Jr",750,0,0,750,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NJ"
"619","Matheny","Zack",750,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","NC"
"620","Sheldon","Donna",750,0,900,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","GA"
"621","Walter","Andrew",750,0,0,750,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","AZ"
"622","Bell","Bob",720,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","LA"
"623","Dennis","John",700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","CA"
"624","Riley","Robin",550,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","TX"
"625","Aguilar","Pete",500,0,0,0,43561,250,1103,0,0,1100,30846,755,4983,0,0,646,8075,1528,"D","CA"
"626","Ashford","Brad",500,0,0,0,8990,0,33250,2000,3000,1750,0,8000,500,0,0,500,0,0,"D","NE"
"627","Bayne","Ian L",500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","IL"
"628","Brownley","Julia",500,0,0,0,55362,1750,1143,90,90,50,25623,1425,1351,0,0,0,9201,505,"D","CA"
"629","Cargas","James",500,0,0,0,0,0,1175,0,0,0,0,0,50,0,0,0,0,0,"D","TX"
"630","Cicilline","David",500,0,0,0,1000,4000,0,0,0,0,2000,1500,500,0,0,0,2000,0,"D","RI"
"631","Cicotte","George Frederick",500,0,0,500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","WA"
"632","Clemmer","Ann",500,0,0,500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","AR"
"633","Colangelo","Steve Anthony",500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","CA"
"634","Dietz","Matt",500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","PA"
"635","Dingethal","Bob",500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","WA"
"636","Domino","Carl",500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","FL"
"637","Dunwoody","Steve",500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","MI"
"638","Faught","George E",500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","OK"
"639","Greenberg","Mark",500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","CT"
"640","Griffith","Wells",500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","AL"
"641","Hollingshead","Stephen",500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","VA"
"642","Innis","Niger",500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","NV"
"643","Jett","Shane",500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","OK"
"644","Johnson","Hank",500,0,0,0,2500,0,0,0,0,0,3500,0,0,0,0,0,500,0,"D","GA"
"645","Joswiak","Rob",500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","PA"
"646","Koutoujian","Peter",500,0,0,250,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","MA"
"647","Lowey","Nita M",500,0,0,0,6850,0,0,0,0,0,13316,0,500,0,0,0,6903,0,"D","NY"
"648","Maffei","Dan",500,0,0,500,18268,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NY"
"649","Mitchell","James",500,0,0,500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NC"
"650","Murphy","Timothy",500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NC"
"651","Nolan","Rick",500,1000,12800,0,10451,3000,1570,0,18941,1041,14667,3870,17,0,4500,0,0,5146,"D","MN"
"652","Owens","Bill",500,0,400,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NY"
"653","Renteria","Amanda",500,0,0,0,47632,2250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","CA"
"654","Reyes","Eloise Gomez",500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","CA"
"655","Roth","Kent",500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","KS"
"656","Schwarz","David",500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","GA"
"657","Sherow","Jim",500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","KS"
"658","Simpson","Stephen",500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","GA"
"659","Smith","Chris",500,0,0,0,0,0,1000,0,0,0,0,0,18956,0,0,0,0,0,"R","NJ"
"660","Stone","John",500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","GA"
"661","Tapia","Abel",500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","CO"
"662","Unger","John",500,0,0,500,0,0,-500,0,0,-500,0,0,NA,NA,NA,NA,NA,NA,"D","WV"
"663","Williams","David III",500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","IL"
"664","Christofferson","Aelea",450,0,0,0,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","OR"
"665","Kultala","Kelly",400,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","KS"
"666","Robinson","Corinna",300,0,0,0,250,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","SD"
"667","Baca","Joe",250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","CA"
"668","Bailey","Bill",250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","IN"
"669","Bonamici","Suzanne",250,0,0,0,6390,3000,8150,0,0,2750,9358,0,3079,0,0,2564,2951,1500,"D","OR"
"670","Bromell-Tinubu","Gloria",250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","SC"
"671","Celis","Pedro",250,4100,4600,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","WA"
"672","Cohen","Steve",250,0,0,0,5250,0,0,0,0,0,500,500,3000,0,0,0,4500,0,"D","TN"
"673","Ellis","Brian",250,500,500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","MI"
"674","Farr","Sam",250,0,0,0,17550,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","CA"
"675","Garagiola","Robert J",250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","MD"
"676","Guild","Tom",250,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,"D","OK"
"677","Lowry","Robert",250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","TX"
"678","Meyers","Vic",250,0,250,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","CO"
"679","Miller","Aaron",250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","MN"
"680","Misiuk","Isaac",250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","ME"
"681","Moore","Art",250,0,0,250,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","CA"
"682","Obermueller","Mike",250,0,0,0,250,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","MN"
"683","Pelosi","Nancy",250,0,0,0,25800,4000,2393,0,0,905,19295,7233,6233,0,75,1260,23626,19095,"D","CA"
"684","Pingree","Chellie",250,0,0,0,9700,2000,0,0,0,0,7420,1000,1000,0,0,1000,8262,0,"D","ME"
"685","Pollock","Ben",250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","OR"
"686","Reynolds","Conrad",250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","AR"
"687","Shaban","John",250,0,0,0,0,0,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","CT"
"688","Smith","Bryan",250,0,0,250,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","ID"
"689","Takai","Mark",250,0,0,0,5116,11600,2000,0,0,0,2584,4000,NA,NA,NA,NA,NA,NA,"D","HI"
"690","Troiano","Nicholas Robert",250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I","PA"
"691","Walters","Ron",250,0,2300,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","WV"
"692","Washington","Joyce",250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","IL"
"693","Woolf","Aaron",250,0,0,0,22690,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NY"
"694","Young","Dean",250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","AL"
"695","Bock","Joe",200,0,0,0,0,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","IN"
"696","Halvorson","Deborah",200,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","IL"
"697","Lilienthal","Sal",200,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","CT"
"698","Isola","Chris",150,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","NJ"
"699","Manzullo","Don",-250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","IL"
"700","Bachus","Spencer",-1000,0,0,-1000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","AL"
"701","Landry","Jeff",-1500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,13500,0,0,2500,0,0,"R","LA"
"702","Lungren","Dan",-2000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","CA"
"703","Phillips","George K",-5000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","NY"
"704","Platts","Todd",-5000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","PA"
"705","Quayle","Ben",-5000,-2500,-2500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","AZ"
"706","Sullivan","John",-5000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","OK"
"707","McKeon","Buck",0,5000,5000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","CA"
"708","Kaifesh","Lawrence Joseph",0,3600,3600,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","IL"
"709","Fareed","Justin",0,2600,2600,0,0,0,15500,7700,7700,0,0,0,5300,0,0,0,2700,0,"R","CA"
"710","Chu","Judy",0,2500,2500,0,2000,0,0,0,0,0,3200,0,1000,0,0,0,2950,0,"D","CA"
"711","Hugya","John",0,1500,2500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","PA"
"712","Dale","John",0,750,750,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","IN"
"713","Williamson","Marianne",0,500,500,0,4600,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I","CA"
"714","Koppelman","Kim A",0,250,250,0,0,0,NA,NA,NA,NA,NA,NA,0,500,500,0,0,0,"R","ND"
"715","Maggi","Larry",0,250,250,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","PA"
"716","Beason","Scott",0,0,2600,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","AL"
"717","Eck","Alieta",0,0,2500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","NJ"
"718","Hodges","Steve",0,0,2500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","MO"
"719","McLeod","Gloria",0,0,2500,0,0,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","CA"
"720","Moylan","David",0,0,2500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","PA"
"721","Pastor","Ed",0,0,2500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","AZ"
"722","Kurzon","Jeff",0,0,2376,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NY"
"723","Owens","Doug",0,0,1500,0,2250,0,1330,0,2500,0,22557,4,NA,NA,NA,NA,NA,NA,"D","UT"
"724","DeLauro","Rosa",0,0,1400,0,5500,0,0,0,4575,0,5000,0,500,0,825,0,2850,500,"D","CT"
"725","Pence","Mike",0,0,1000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","IN"
"726","Cain","Emily",0,0,500,0,51818,5600,2250,0,0,500,87558,5050,NA,NA,NA,NA,NA,NA,"D","ME"
"727","McNeil","Andrew Tobias",0,0,500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","IN"
"728","Webb","Don",0,0,500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","NC"
"729","Wilcox","Mary Rose",0,0,500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","AZ"
"730","Brown","Thomas",0,0,250,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","GA"
"731","Healy-Abrams","Joyce",0,0,250,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","OH"
"732","Knight","Steve",0,0,250,0,0,0,50400,0,850,0,0,0,82761,5000,5250,5352,0,1000,"R","CA"
"733","Brownsberger","Will",0,0,200,0,6250,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","MA"
"734","Wolf","Frank",0,0,0,1000,0,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","VA"
"735","Shea-Porter","Carol",0,0,0,0,55787,0,190,0,0,17,43880,877,0,0,0,0,2725,0,"D","NH"
"736","Robertson","Martha",0,0,0,0,34405,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NY"
"737","Eldridge","Sean",0,0,0,0,32659,10650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NY"
"738","Holt","Rush",0,0,0,0,25550,2750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NJ"
"739","Belgard","Aimee",0,0,0,0,18680,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NJ"
"740","Clements","Paul",0,0,0,0,16185,1250,260,0,2,18,17364,4073,NA,NA,NA,NA,NA,NA,"D","MI"
"741","Garamendi","John",0,0,0,0,16094,5100,1000,0,0,1000,5327,6400,0,0,0,0,3000,2500,"D","CA"
"742","Westbrook","Corry",0,0,0,0,14628,0,0,0,0,0,850,0,NA,NA,NA,NA,NA,NA,"D","FL"
"743","Grijalva","Raul M",0,0,0,0,10801,0,3,0,0,0,17218,501,238,0,0,0,23210,50,"D","AZ"
"744","Schakowsky","Jan",0,0,0,0,9800,8500,15,0,0,0,10750,4350,171,0,0,0,2456,1500,"D","IL"
"745","Murphy","Pat",0,0,0,0,7950,2950,1000,0,0,0,350,0,NA,NA,NA,NA,NA,NA,"D","IA"
"746","McDermott","Jim",0,0,0,0,7250,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","WA"
"747","Davis","Susan",0,0,0,0,6500,0,0,0,0,0,5200,500,0,0,0,0,1500,1000,"D","CA"
"748","Adams","Alma",0,0,0,0,6390,0,0,0,0,0,8508,250,3,0,0,0,2263,0,"D","NC"
"749","Gallego","Ruben",0,0,0,0,5641,1000,3000,0,0,1500,9960,11231,2503,0,0,1000,5210,11000,"D","AZ"
"750","Cho","Roy",0,0,0,0,5505,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NJ"
"751","Wager","Michael",0,0,0,0,5200,0,0,0,0,0,500,0,NA,NA,NA,NA,NA,NA,"D","OH"
"752","Tsongas","Niki",0,0,0,0,5000,1000,4700,0,0,0,9058,2000,1,0,0,0,0,0,"D","MA"
"753","Yarmuth","John",0,0,0,0,4750,0,250,0,0,0,1850,0,NA,NA,NA,NA,NA,NA,"D","KY"
"754","Cartwright","Matt",0,0,0,0,4000,0,2500,0,0,1000,13671,0,7502,0,0,0,19137,1000,"D","PA"
"755","Takano","Mark",0,0,0,0,3700,5200,0,0,0,0,6300,0,0,0,0,0,1604,0,"D","CA"
"756","Schertzing","Eric",0,0,0,0,3550,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","MI"
"757","Kohn","Erin Bilbray",0,0,0,0,3500,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NV"
"758","Schiff","Adam",0,0,0,0,3250,0,0,0,0,0,1250,0,2638,0,100,525,16523,3859,"D","CA"
"759","Westlund","Kelly",0,0,0,0,2640,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","WI"
"760","Clemens","Peter",0,0,0,0,2500,0,0,0,0,0,1250,0,NA,NA,NA,NA,NA,NA,"D","UT"
"761","Slaughter","Louise M",0,0,0,0,2250,6000,0,0,0,0,7530,0,0,0,0,0,2103,0,"D","NY"
"762","Cleaver","Emanuel",0,0,0,0,2000,0,1000,0,0,0,2000,0,0,0,0,0,2500,0,"D","MO"
"763","Speier","Jackie",0,0,0,0,2000,2000,0,0,0,0,13800,1000,0,0,0,0,2900,0,"D","CA"
"764","McCollum","Betty",0,0,0,0,1077,0,0,0,0,0,10000,650,1,0,0,0,6250,261,"D","MN"
"765","Clay","William L Jr",0,0,0,0,1000,0,4000,0,0,0,2000,0,0,2500,2500,0,1500,0,"D","MO"
"766","Denney","John",0,0,0,0,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","MN"
"767","Deutch","Ted",0,0,0,0,1000,2000,3500,0,0,0,2500,0,2800,0,0,0,1700,2000,"D","FL"
"768","Gutierrez","Luis V",0,0,0,0,1000,0,0,0,0,0,2117,0,0,0,0,0,0,2500,"D","IL"
"769","Hall","Heidi",0,0,0,0,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","CA"
"770","Moore","Gwen",0,0,0,0,1000,0,0,0,0,0,2000,0,0,0,0,0,2000,0,"D","WI"
"771","Young","C W Bill",0,0,0,0,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","FL"
"772","Trammell","Jack",0,0,0,0,800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","VA"
"773","Balchunis","Mary Ellen",0,0,0,0,500,0,360,0,0,10,0,0,NA,NA,NA,NA,NA,NA,"D","PA"
"774","Houghton","Tom",0,0,0,0,500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","PA"
"775","Manahan","Joey",0,0,0,0,500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","HI"
"776","Hastings","Alcee",0,0,0,0,300,0,0,0,0,0,2000,0,NA,NA,NA,NA,NA,NA,"D","FL"
"777","Kovach","Janice",0,0,0,0,250,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NJ"
"778","Kuhn","John",0,0,0,0,250,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","SC"
"779","Lopez","Alfonso",0,0,0,0,250,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","VA"
"780","Naughton","Shaughnessy",0,0,0,0,250,0,6725,0,0,0,4500,0,NA,NA,NA,NA,NA,NA,"D","PA"
"781","Peiser","Dave",0,0,0,0,250,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","CA"
"782","Jeffries","Hakeem",0,0,0,0,200,1000,1000,0,0,0,2000,0,0,0,0,0,2250,25,"D","NY"
"783","Maher","Pat",0,0,0,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NY"
"784","Oceguera","John",0,0,0,0,-4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NV"
"785","Griego","Eric",0,0,0,0,-6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NM"
"786","Sutton","Betty Sue",0,0,0,0,-91,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","OH"
"787","Schreibman","Julian D",0,0,0,0,-1500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NY"
"788","LaPolice","Alan",0,0,0,0,0,7600,200,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R,I","KS"
"789","Adams","Steve",0,0,0,0,0,5200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","CA"
"790","Chirukula","Upendra J",0,0,0,0,0,3750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NJ"
"791","Pederson","John",0,0,0,0,0,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","MN"
"792","Brewer","Tom",0,0,0,0,0,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","NE"
"793","Miller","Matthew Louis",0,0,0,0,0,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","CA"
"794","Wukoson","Nick",0,0,0,0,0,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","FL"
"795","Skelly","Martin O",0,0,0,0,0,2490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","SC"
"796","Spilka","Karen",0,0,0,0,0,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","MA"
"797","Beale","Anthony A",0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","IL"
"798","Greenstein","Linda",0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NJ"
"799","Meng","Grace",0,0,0,0,0,1000,1500,0,0,0,1000,500,5,0,0,0,1001,1200,"D","NY"
"800","Robles","Luz",0,0,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","UT"
"801","Parrish","Mike",0,0,0,0,0,500,0,0,0,0,250,0,NA,NA,NA,NA,NA,NA,"D","PA"
"802","Quang","Tue Phan",0,0,0,0,0,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R","CA"
"803","Wheeler","Marihelen",0,0,0,0,0,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FL"
"804","Garrett","Janet",0,0,0,0,0,300,0,0,0,0,0,25,4021,0,0,0,177,2730,"D","OH"
"805","Graves","Jim",0,0,0,0,0,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","MN"
"806","Greene","Mark",0,0,0,0,0,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","TX"
"807","McAleer","Donna",0,0,0,0,0,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","UT"
"808","Mosher","Norm",0,0,0,0,0,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","VA"
"809","Smith-Kearney","Vanessa Mcgee",0,0,0,0,0,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NC"
"810","Angelle","Scott",NA,NA,NA,NA,NA,NA,171900,0,0,40500,0,0,NA,NA,NA,NA,NA,NA,"R","LA"
"811","Cheney","Liz",NA,NA,NA,NA,NA,NA,124775,9000,12000,2500,0,0,93700,16000,24500,3000,0,0,"R","WY"
"812","Arrington","Jodey",NA,NA,NA,NA,NA,NA,84925,0,500,4000,1000,12050,70750,0,0,1500,0,24200,"R","TX"
"813","Johnson","Mike",NA,NA,NA,NA,NA,NA,64300,0,1000,3000,8100,0,78350,0,7400,19400,0,0,"R","LA"
"814","Faso","John",NA,NA,NA,NA,NA,NA,58575,1000,1000,7500,0,1750,92317,0,0,19652,1100,11449,"R","NY"
"815","Atkinson","Tom",NA,NA,NA,NA,NA,NA,56200,6350,6350,500,0,0,NA,NA,NA,NA,NA,NA,"R","OK"
"816","LaHood","Darin",NA,NA,NA,NA,NA,NA,56050,5050,7050,14700,0,31600,64600,3400,8400,7500,0,33600,"R","IL"
"817","Jenkins","Oliver",NA,NA,NA,NA,NA,NA,42500,0,3000,0,0,500,NA,NA,NA,NA,NA,NA,"R","LA"
"818","Ellison","Greg",NA,NA,NA,NA,NA,NA,41000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","LA"
"819","Gallagher","Mike",NA,NA,NA,NA,NA,NA,36900,0,2000,0,0,1000,53450,0,0,5000,0,0,"R","WI"
"820","Bergman","John",NA,NA,NA,NA,NA,NA,33600,0,4000,0,0,4000,37345,0,10000,0,350,0,"R","MI"
"821","Fitzpatrick","Brian",NA,NA,NA,NA,NA,NA,31400,0,0,9000,500,0,69408,0,0,12052,8000,750,"R","PA"
"822","Gottheimer","Josh",NA,NA,NA,NA,NA,NA,30303,0,0,5400,27509,19404,44605,0,1250,5000,46298,6495,"D","NJ"
"823","Hall","Isadore",NA,NA,NA,NA,NA,NA,28398,0,8500,0,0,0,NA,NA,NA,NA,NA,NA,"D","CA"
"824","Banks","Jim",NA,NA,NA,NA,NA,NA,28035,0,2000,500,57650,0,15000,0,1000,0,0,0,"R","IN"
"825","Kelly","Trent",NA,NA,NA,NA,NA,NA,27450,2700,2700,3000,0,0,29087,350,350,1000,0,0,"R","MS"
