party,state,amount.oil.113,amount.coal.113,amount.mining.113,amount.gas.113,amount.env.113,amount.alt_en.113,member.x,alias.x,name,amount.oil.114,amount.coal.114,amount.mining.114,amount.gas.114,amount.env.114,amount.alt_en.114,member.y,alias.y,amount.oil.115,amount.coal.115,amount.mining.115,amount.gas.115,amount.env.115,amount.alt_en.115,member.x.x,alias.x.x,amount.oil.116,amount.coal.116,amount.mining.116,amount.gas.116,amount.env.116,amount.alt_en.116,member.y.y,alias.y.y,first_name,last_name,member_id,amount.oil.117,amount.coal.117,amount.mining.117,amount.gas.117,amount.env.117,amount.alt_en.117,member,alias,rest_of_name
R,CO,61300,1000,5250,0,0,0,NA,NA,joe coors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joe,Coors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,CA,60200,0,2500,5000,1000,7650,NA,NA,mack mary bono,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mack Mary,Bono,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,CA,60000,0,1500,1000,0,0,NA,NA,david valadao,81150,0,4000,3000,0,0,NA,NA,59750,0,3550,1000,0,5000,NA,NA,103599,5000,6650,8052,0,1250,NA,NA,David,Valadao,NA,93236,5600,5630,13349,0,2618,NA,NA,NA
R,TX,59500,0,0,13500,0,0,NA,NA,ralph hall,48700,1000,2000,9000,0,0,NA,NA,1500,0,0,-1000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ralph,Hall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,OH,59200,9750,13750,7500,0,2000,NA,NA,pat tiberi,90350,2500,7000,8500,0,0,NA,NA,83000,3500,7500,6000,0,1500,NA,NA,38250,0,1000,3500,0,2000,NA,NA,Pat,Tiberi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,TX,57200,0,3000,0,0,0,NA,NA,louis b jr gohmert,47600,0,2000,2000,2000,0,NA,NA,23750,0,1000,1250,0,0,NA,NA,45300,0,0,250,0,0,NA,NA,Louis B Jr,Gohmert,NA,13428,0,0,1025,0,0,NA,NA,NA
R,OH,55900,9000,15000,4750,2000,7750,NA,NA,bob latta,84000,0,2000,15000,1000,11700,NA,NA,78750,0,0,7500,0,1250,NA,NA,93825,2700,5700,6000,0,3500,NA,NA,Bob,Latta,NA,99008,2500,9000,10500,5600,4,NA,NA,NA
R,AK,55450,2250,8550,7000,4000,0,NA,NA,don young,43450,2000,11600,0,2000,0,NA,NA,59700,2000,20000,0,1500,0,NA,NA,56250,2000,18450,2000,0,0,NA,NA,Don,Young,NA,101931,0,18294,9610,0,6,NA,NA,NA
R,IL,54199,3500,6000,3000,0,9750,NA,NA,adam kinzinger,80600,3000,6000,16000,0,11500,NA,NA,67250,1000,4000,16500,0,21200,NA,NA,45500,0,12500,15500,0,12500,NA,NA,Adam,Kinzinger,NA,68932,0,5009,21002,0,11800,NA,NA,NA
R,UT,54000,8000,18000,5500,0,0,NA,NA,rob bishop,110600,7500,17750,11000,5750,3599,NA,NA,151516,8000,28750,25750,14750,2000,NA,NA,121188,16750,31750,7250,5700,0,NA,NA,Rob,Bishop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,PA,54000,29500,38000,7300,0,0,NA,NA,keith j rothfus,79550,71240,127304,16700,0,0,NA,NA,43550,43850,59850,12050,0,0,NA,NA,81311,54600,127425,21400,0,0,NA,NA,Keith J,Rothfus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,CA,53750,0,0,0,0,250,NA,NA,ricky gill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ricky,Gill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,PA,53500,83990,113190,17500,2200,250,NA,NA,mark critz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mark,Critz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,PA,53039,42548,76048,36539,0,0,NA,NA,jason altmire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jason,Altmire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,OH,52750,24000,29000,0,0,2000,NA,NA,steve stivers,55600,17850,25050,5500,0,0,NA,NA,56350,15775,15775,12500,0,0,NA,NA,96500,21000,70475,13000,0,2000,NA,NA,Steve,Stivers,NA,36755,13200,13200,6000,0,0,NA,NA,NA
R,AR,52400,0,0,0,0,0,NA,NA,beth anne rankin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beth Anne,Rankin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,CA,51250,0,0,0,0,250,NA,NA,gary delong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gary,Delong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,IL,51250,5750,9750,6000,0,15450,NA,NA,aaron schock,34700,2000,4000,9500,0,11000,NA,NA,0,0,0,0,0,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aaron,Schock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,WI,50800,5000,10000,0,0,0,NA,NA,sean p duffy,36550,0,1000,0,0,0,NA,NA,22495,0,1000,2000,0,2500,NA,NA,49000,0,1000,5000,0,0,NA,NA,Sean P,Duffy,NA,7765,0,0,1000,0,0,NA,NA,NA
R,NC,50700,2500,3500,2750,1450,750,NA,NA,richard hudson,52250,0,4500,10500,0,0,NA,NA,90900,0,3500,15200,0,0,NA,NA,85700,0,7000,5500,0,1000,NA,NA,Richard,Hudson,NA,161379,2800,2811,21352,0,1001,NA,NA,NA
R,MI,50600,2500,6500,2500,0,0,NA,NA,mike rogers,32200,1000,1000,3500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mike,Rogers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,PA,50500,2000,4500,8500,0,1250,NA,NA,charlie dent,54900,2000,4000,7500,0,0,NA,NA,33900,0,2000,5000,250,500,NA,NA,3000,0,0,1000,0,0,NA,NA,Charlie,Dent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,ID,50250,6000,33950,9000,2250,2250,NA,NA,mike simpson,92000,9000,46200,10500,14150,1250,NA,NA,46700,3700,12450,5000,7750,1000,NA,NA,47500,1000,13500,5000,3500,3200,NA,NA,Mike,Simpson,NA,44500,1500,12500,2000,1750,0,NA,NA,NA
R,PA,50000,1500,4500,6000,0,0,NA,NA,patrick meehan,64400,0,0,25600,0,0,NA,NA,78200,0,1000,30300,0,7870,NA,NA,40750,1500,1500,13500,0,5000,NA,NA,Patrick,Meehan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,GA,49500,0,3500,8500,1000,0,NA,NA,phil gingrey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phil,Gingrey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,CA,49000,2000,4000,3500,0,2000,NA,NA,devin nunes,70500,0,1000,6000,0,3600,NA,NA,73500,2000,3000,8500,0,250,NA,NA,124552,2700,5300,5250,0,1500,NA,NA,Devin,Nunes,NA,135445,250,2437,20528,413,9027,NA,NA,NA
R,SC,48900,1000,3000,15500,3500,0,NA,NA,jeff duncan,51660,1000,1000,16500,5000,0,NA,NA,44750,0,0,10500,5000,0,NA,NA,73350,0,1000,5500,0,2000,NA,NA,Jeff,Duncan,NA,67103,0,0,3000,5963,400,NA,NA,NA
R,NH,48750,0,0,2000,29503,9500,NA,NA,charles bass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charles,Bass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,IL,47600,1500,2500,10000,3500,0,NA,NA,judy biggert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Judy,Biggert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,CA,46550,0,2000,0,0,2500,NA,NA,abel maldonado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abel,Maldonado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,NY,46200,5000,7000,500,0,2500,NA,NA,ann marie buerkle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ann Marie,Buerkle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,NJ,45000,0,250,11000,0,10000,NA,NA,scott garrett,48600,0,0,8000,0,10625,NA,NA,32100,0,0,1250,0,5400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scott,Garrett,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,IL,44800,20500,24500,0,0,0,NA,NA,jason plummer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jason,Plummer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,KY,44250,31499,37499,2000,0,0,NA,NA,brett guthrie,64750,14600,18850,8750,0,0,NA,NA,57500,11700,12700,8000,0,0,NA,NA,48050,2500,8500,4500,0,0,NA,NA,Brett,Guthrie,NA,51005,0,3500,9500,0,0,NA,NA,NA
R,MS,44250,0,0,3500,0,0,NA,NA,steven palazzo,57850,0,0,4000,3600,0,NA,NA,41200,0,1000,3500,0,0,NA,NA,29450,0,1000,3000,0,0,NA,NA,Steven,Palazzo,NA,28005,0,0,0,0,0,NA,NA,NA
R,AZ,44139,2500,8500,18639,0,4750,NA,NA,matt salmon,15400,2000,16250,4500,0,13950,NA,NA,14150,0,7000,2500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matt,Salmon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,OK,42600,0,0,0,0,1000,NA,NA,dustin rowe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dustin,Rowe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,TX,42500,0,0,4650,0,0,NA,NA,sam johnson,46900,0,0,9600,0,0,NA,NA,37050,0,0,5700,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sam,Johnson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,CO,42450,0,8050,11000,13583,6900,NA,NA,ed perlmutter,25900,0,5500,1000,13950,0,NA,NA,11950,0,5250,0,9250,1000,NA,NA,8111,0,3000,0,1250,0,NA,NA,Ed,Perlmutter,NA,15351,0,3000,0,2000,0,NA,NA,NA
R,IL,42250,2000,7500,15250,0,2500,NA,NA,peter roskam,73550,1000,3000,17750,0,0,NA,NA,35350,0,0,5450,0,1000,NA,NA,131500,5200,12700,9000,0,1500,NA,NA,Peter,Roskam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,UT,42250,3000,9000,3000,0,0,NA,NA,chris stewart,65350,2500,10000,8250,0,7800,NA,NA,95200,8256,13756,14400,0,0,NA,NA,85650,4200,7200,0,0,0,NA,NA,Chris,Stewart,NA,29529,0,4503,0,0,0,NA,NA,NA
R,PA,42000,28850,35350,16000,0,0,NA,NA,mike kelly,89850,45200,60150,34950,0,0,NA,NA,76412,37100,40850,21412,0,0,NA,NA,85100,27500,34550,24000,0,1500,NA,NA,Mike,Kelly,NA,89076,15400,17000,35599,0,500,NA,NA,NA
R,MD,41760,8000,19000,1000,6900,0,NA,NA,andy harris,38000,2500,6500,2250,0,0,NA,NA,20500,2000,5000,2000,250,0,NA,NA,12750,2000,4000,0,0,0,NA,NA,Andy,Harris,NA,12308,250,1250,0,0,0,NA,NA,NA
R,PA,41500,1000,3000,8000,0,0,NA,NA,joe pitts,57000,1500,3500,10500,0,0,NA,NA,16000,0,0,3500,0,0,NA,NA,-1000,0,0,-1000,0,0,NA,NA,Joe,Pitts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,IN,41000,9500,18250,0,0,2500,NA,NA,jackie walorski,39840,5600,10600,0,0,9500,NA,NA,28500,2000,4000,0,0,11000,NA,NA,63450,5500,10500,4500,1000,7000,NA,NA,Jackie,Walorski,NA,61786,67,1069,5599,1000,3002,NA,NA,NA
R,AL,40500,19000,26000,5000,0,0,NA,NA,spencer bachus,-1000,0,0,-1000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spencer,Bachus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,WA,40375,3000,21700,9500,0,1750,NA,NA,cathy mcmorris rodgers,96600,3500,21250,6000,1000,0,NA,NA,119600,0,13650,7000,0,4250,NA,NA,129550,0,50704,10000,0,5820,NA,NA,Cathy McMorris,Rodgers,NA,156713,67,14828,23608,0,16,NA,NA,NA
R,FL,39750,0,1500,750,0,0,NA,NA,ron desantis,22000,0,0,0,0,0,NA,NA,68920,0,1500,4425,25,50,NA,NA,2300,0,0,0,0,0,NA,NA,Ron,DeSantis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,MD,39500,0,1000,18500,8750,4500,NA,NA,steny h hoyer,49750,0,-1000,15500,5000,9000,NA,NA,40500,0,0,15000,2288,4500,NA,NA,43750,0,0,9500,4500,2000,NA,NA,Steny H,Hoyer,NA,54500,0,2500,11000,2125,9000,NA,NA,NA
R,PA,39450,2500,4500,500,0,0,NA,NA,lou barletta,33020,750,1750,4500,0,0,NA,NA,34550,4200,4950,9000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lou,Barletta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,MA,39237,0,0,10000,43200,4750,NA,NA,joe iii kennedy,7800,0,0,7800,20000,750,NA,NA,15600,0,0,2000,19750,2750,NA,NA,13875,0,15,1015,21485,6655,NA,NA,Joe III,Kennedy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,CA,39000,0,3000,1000,2500,500,NA,NA,kim dolbow vann,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kim Dolbow,Vann,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,GA,38750,0,15000,3500,0,0,NA,NA,tom graves,23200,0,9550,1000,0,0,NA,NA,33800,0,20700,3000,0,0,NA,NA,36000,0,18250,4500,0,0,NA,NA,Tom,Graves,NA,26100,0,0,1500,0,0,NA,NA,NA
R,IA,38250,0,0,2250,0,23000,NA,NA,tom latham,3000,1044,1599,2000,0,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tom,Latham,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,VA,37525,16200,23450,5000,0,0,NA,NA,robert hurt,17750,10400,12050,6000,0,0,NA,NA,12500,0,0,4500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robert,Hurt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,GA,37500,0,3000,4000,0,0,NA,NA,tom price,35250,0,3000,2000,0,0,NA,NA,22000,0,0,2500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tom,Price,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,OK,36300,0,7500,2000,0,250,NA,NA,rob wallace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rob,Wallace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,CA,35800,0,2000,4000,0,0,NA,NA,tom mcclintock,54450,0,6000,4000,0,2500,NA,NA,20900,0,0,4000,0,0,NA,NA,14750,0,5500,2000,0,1000,NA,NA,Tom,McClintock,NA,38126,0,-500,5599,450,250,NA,NA,NA
R,NH,35750,0,0,3000,0,1000,NA,NA,frank guinta,32050,0,250,1000,0,1000,NA,NA,28600,0,0,0,0,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frank,Guinta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,VA,35750,1000,1000,1000,0,0,NA,NA,scott rigell,45000,1000,1555,4000,0,0,NA,NA,7200,0,0,1000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scott,Rigell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,NV,35000,0,35750,5500,0,0,NA,NA,mark amodei,8750,0,28000,2500,0,3000,NA,NA,10000,0,38450,2000,0,0,NA,NA,26000,1000,45700,6000,0,0,NA,NA,Mark,Amodei,NA,14500,0,26250,6500,0,0,NA,NA,NA
D,CA,35000,0,0,0,29750,6250,NA,NA,nancy pelosi,250,0,0,0,25800,4000,NA,NA,2393,0,0,905,19295,7233,NA,NA,6233,0,75,1260,23626,19095,NA,NA,Nancy,Pelosi,NA,31408,154,5923,4347,27823,18337,NA,NA,NA
R,MN,34800,6000,30450,0,1500,0,NA,NA,chip cravaack,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chip,Cravaack,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,MI,34250,0,0,0,0,0,NA,NA,justin amash,28000,0,0,0,0,0,NA,NA,22650,0,0,0,0,0,NA,NA,19900,0,0,0,0,0,NA,NA,Justin,Amash,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,AZ,33833,5000,10750,1500,0,0,NA,NA,jonathan paton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jonathan,Paton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,WI,33650,5000,9000,1500,0,0,NA,NA,reid ribble,33800,0,0,3000,0,0,NA,NA,18400,0,0,1000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reid,Ribble,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,NM,33550,0,0,0,0,0,NA,NA,janice arnold jones,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16800,0,0,0,0,0,NA,NA,Janice,Arnold-Jones,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,NY,33250,0,0,8750,0,500,NA,NA,chris collins,50800,0,0,17800,0,0,NA,NA,63950,0,0,22000,0,0,NA,NA,53900,0,0,21000,0,7500,NA,NA,Chris,Collins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,IL,33000,18200,26200,0,0,0,NA,NA,rodney davis,85690,61665,110312,12500,0,17600,NA,NA,61750,5100,8100,15500,0,15000,NA,NA,73500,12600,16600,14500,0,31500,NA,NA,Rodney,Davis,NA,95332,9100,10639,30837,1000,25506,NA,NA,NA
R,IA,32750,0,7000,1000,0,30000,NA,NA,steven a king,11500,0,0,3500,0,27450,NA,NA,4150,0,0,0,0,19050,NA,NA,7750,1000,1000,0,0,27418,NA,NA,Steven A,King,NA,810,0,0,0,0,50,NA,NA,NA
R,TX,32750,0,0,500,0,2500,NA,NA,jay old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jay,Old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,AL,32700,10500,11500,0,0,0,NA,NA,robert b aderholt,17500,13648,18397,0,0,0,NA,NA,19200,8000,9000,0,0,0,NA,NA,16053,3600,5600,0,0,2500,NA,NA,Robert B,Aderholt,NA,9255,8760,9760,0,0,0,NA,NA,NA
R,KY,32451,19500,28000,1750,0,0,NA,NA,thomas massie,21500,6600,9600,0,0,0,NA,NA,14000,1000,1000,0,0,0,NA,NA,10200,1000,2000,0,0,0,NA,NA,Thomas,Massie,NA,12950,500,1500,1000,0,2750,NA,NA,NA
R,IL,32450,2500,7500,0,1450,1500,NA,NA,bobby schilling,13750,5000,6000,0,0,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bobby,Schilling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,PA,32250,0,2000,9250,0,1500,NA,NA,jim gerlach,21500,1000,1000,5000,0,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jim,Gerlach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,AR,31772,0,0,1000,0,1000,NA,NA,rick crawford,12800,0,0,2000,0,1000,NA,NA,6250,0,0,3000,0,0,NA,NA,7250,0,1000,1000,0,0,NA,NA,Rick,Crawford,NA,34600,500,2500,13500,0,1000,NA,NA,NA
D,WA,31500,12000,13000,20500,4550,250,NA,NA,rick larsen,31000,0,0,9500,0,0,NA,NA,34500,0,0,14000,3000,0,NA,NA,27751,0,0,9000,1500,15,NA,NA,Rick,Larsen,NA,36801,0,0,7500,1115,25,NA,NA,NA
R,KY,31500,53099,65099,1000,2250,0,NA,NA,hal rogers,40100,46600,60600,0,8850,0,NA,NA,21800,21400,38400,0,0,0,NA,NA,40996,8000,12500,5000,0,0,NA,NA,Hal,Rogers,NA,11499,1000,2500,0,0,0,NA,NA,NA
R,CA,31500,0,0,0,0,7250,NA,NA,john f tavaglione,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,John F,Tavaglione,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,MN,31400,1500,3750,0,0,0,NA,NA,john kline,28300,48050,83000,1000,0,0,NA,NA,5000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,John,Kline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,TX,31250,0,0,1000,5087,8450,NA,NA,lloyd doggett,8150,0,0,-1000,4250,4250,NA,NA,10800,0,0,0,2750,3700,NA,NA,2706,0,0,0,4275,0,NA,NA,Lloyd,Doggett,NA,275,0,0,0,2000,4050,NA,NA,NA
R,WA,30750,1000,3850,2000,6000,0,NA,NA,jaime herrera beutler,23100,0,1250,2000,4750,666,NA,NA,15465,0,750,3100,0,0,NA,NA,31350,2700,4950,3100,0,250,NA,NA,Jaime Herrera,Beutler,NA,53218,0,2618,9188,104,282,NA,NA,NA
R,IN,30500,0,7750,0,0,2000,NA,NA,luke messer,31500,3000,8550,0,0,3000,NA,NA,43400,0,31200,2000,0,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luke,Messer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,MN,30050,0,250,250,0,0,NA,NA,erik paulsen,35250,0,0,0,6250,1000,NA,NA,61799,0,1000,3700,0,2000,NA,NA,146470,5000,5000,13752,0,1000,NA,NA,Erik,Paulsen,NA,-1500,0,0,0,0,0,NA,NA,NA
R,UT,30000,5000,5000,3000,0,0,NA,NA,jason chaffetz,39350,4000,8000,3250,0,0,NA,NA,57700,3000,5000,0,0,0,NA,NA,1000,0,0,0,0,0,NA,NA,Jason,Chaffetz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,FL,29362,7000,8000,0,2000,0,NA,NA,steve southerland,92250,6600,7600,0,2000,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Steve,Southerland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,NC,28700,0,5000,6000,0,0,NA,NA,mike mcintyre,16000,0,2500,3000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mike,McIntyre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,NY,28500,0,1000,0,3500,10000,NA,NA,nan hayworth,22800,0,0,0,0,13000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nan,Hayworth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,NC,28400,0,0,1250,1700,0,NA,NA,david rouzer,29100,0,0,1500,0,0,NA,NA,23740,0,0,2000,0,0,NA,NA,37000,0,0,1000,0,3500,NA,NA,David,Rouzer,NA,41666,0,2,6599,0,0,NA,NA,NA
R,OH,28200,0,4000,6000,0,0,NA,NA,jim jordan,23400,3000,6000,4000,0,0,NA,NA,16000,0,2000,1000,0,0,NA,NA,16000,0,1000,0,0,0,NA,NA,Jim,Jordan,NA,61476,1025,5365,1220,325,1299,NA,NA,NA
R,IN,28000,1500,1500,0,0,2500,NA,NA,marlin stutzman,41100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marlin,Stutzman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,AR,28000,0,1000,1750,0,0,NA,NA,steve womack,13700,0,0,0,0,0,NA,NA,16500,0,0,3000,0,0,NA,NA,43650,0,0,1000,0,0,NA,NA,Steve,Womack,NA,34100,0,0,1000,0,0,NA,NA,NA
D,AR,27500,1000,2000,1000,0,0,NA,NA,mike ross,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mike,Ross,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,NJ,27000,0,1000,2500,3000,2500,NA,NA,jon runyan,2000,0,0,2000,1000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jon,Runyan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,IL,27000,0,0,0,0,250,NA,NA,joe walsh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joe,Walsh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,FL,27000,5000,5000,1000,0,0,NA,NA,daniel webster,13350,0,0,250,0,0,NA,NA,6300,0,600,0,0,0,NA,NA,3000,0,300,0,0,0,NA,NA,Daniel,Webster,NA,1025,0,5,0,0,0,NA,NA,NA
R,NY,26500,0,1000,4000,0,0,NA,NA,michael grimm,7500,0,2555,3000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8400,0,0,0,1000,0,NA,NA,Michael,Grimm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,NC,26500,0,0,8000,0,0,NA,NA,robert pittenger,17500,250,2750,9500,0,0,NA,NA,18900,0,0,13900,0,0,NA,NA,12200,250,250,2700,0,0,NA,NA,Robert,Pittenger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
