"","LastName.x","LastName.y","FirstName.x","FirstName.y","State.x","Party.x","member_id","Amount.oil.114","Amount.coal.114","Amount.mining.114","Amount.gas.114","Amount.env.114","Amount.alt_en.114","Amount.oil.115","Amount.coal.115","Amount.mining.115","Amount.gas.115","Amount.env.115","Amount.alt_en.115","Amount.oil.116","Amount.coal.116","Amount.mining.116","Amount.gas.116","Amount.env.116","Amount.alt_en.116","Vote.114","Vote.115","Vote.116","Vote_count","Vote_change","Alias.y"
"447","Comer","Comer","James","James","KY","R","C001108",NA,NA,NA,NA,NA,NA,13350,21251,23251,0,0,11000,11250,2000,3000,1000,0,11000,NA,"-","-",2,0,NA
"448","Correa","Correa","Lou","J.","CA","D","C001110",NA,NA,NA,NA,NA,NA,19500,0,0,0,250,100,39500,0,0,4500,1500,100,NA,"+","+",2,0,NA
"449","Crist","Crist","Charlie","Charlie","FL","D","C001111",NA,NA,NA,NA,NA,NA,13500,0,0,0,24201,0,28505,0,0,0,16881,0,NA,"+","+",2,0,NA
"450","Curtis","Curtis","John","John","UT","R","C001114",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,30900,3700,6700,0,0,0,NA,NA,"-",1,0,NA
"451","Demings","Demings","Val","Val","FL","D","D000627",NA,NA,NA,NA,NA,NA,6,0,0,6,9472,0,0,0,300,0,1500,0,NA,"+","+",2,0,NA
"452","Dunn","Dunn","Neal","Neal","FL","R","D000628",NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,1000,0,0,0,0,0,NA,"-","-",2,0,NA
"453","Espaillat","Espaillat","Adriano","Adriano","NY","D","E000297",NA,NA,NA,NA,NA,NA,500,0,0,0,1022,2500,0,0,0,0,2000,2500,NA,"+","+",2,0,NA
"454","Estes","Estes","Ron","Ron","KS","R","E000298",NA,NA,NA,NA,NA,NA,0,0,0,0,0,41700,131675,0,0,4000,0,41700,NA,"-","-",2,0,NA
"455","Evans","Evans","Dwight","Dwight","PA","D","E000296",NA,NA,NA,NA,NA,NA,5400,0,0,0,2750,0,1100,0,0,0,5958,0,NA,"+","+",2,0,NA
"456","Faso","Faso","John","John","NY","R","F000464",NA,NA,NA,NA,NA,NA,58575,1000,1000,7500,0,11449,NA,NA,NA,NA,NA,NA,NA,"+",NA,1,0,NA
"457","Ferguson","Ferguson","Drew","A. Drew","GA","R","F000465",NA,NA,NA,NA,NA,NA,11750,0,0,2500,0,0,17700,0,500,2500,0,0,NA,"-","-",2,0,NA
"458","Fitzpatrick","Fitzpatrick","Brian","Brian","PA","R","F000466",NA,NA,NA,NA,NA,NA,31400,0,0,9000,500,750,69408,0,0,12052,8000,750,NA,"+","+",2,0,NA
"459","Gaetz","Gaetz","Matt","Matt","FL","R","G000578",NA,NA,NA,NA,NA,NA,6000,0,0,0,0,0,6200,0,0,0,0,0,NA,"-","-",2,0,NA
"460","Gallagher","Gallagher","Mike","Mike","WI","R","G000579",NA,NA,NA,NA,NA,NA,36900,0,2000,0,0,0,53450,0,0,5000,0,0,NA,"-","-",2,0,NA
"461","Garrett","Garrett","Tom","Thomas","VA","R","G000580",NA,NA,NA,NA,NA,NA,15400,2700,2700,2000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Jr."
"462","Gianforte","Gianforte","Greg","Greg","MT","R","G000584",NA,NA,NA,NA,NA,NA,0,0,0,0,0,350,219640,28225,32225,3500,0,350,NA,"-","-",2,0,NA
"463","Gomez","Gomez","Jimmy","Jimmy","CA","D","G000585",NA,NA,NA,NA,NA,NA,1500,0,0,1500,1000,2550,3250,0,0,3250,18459,2550,NA,"+","+",2,0,NA
"464","Gonzalez","Gonzalez","Vicente","Vicente","TX","D","G000581",NA,NA,NA,NA,NA,NA,1000,0,0,0,2500,0,48762,0,0,12000,1000,0,NA,"-","+",2,1,NA
"465","Gottheimer","Gottheimer","Josh","Josh","NJ","D","G000583",NA,NA,NA,NA,NA,NA,30303,0,0,5400,27509,6495,44605,0,1250,5000,46298,6495,NA,"+","+",2,0,NA
"466","Handel","Handel","Karen","Karen","GA","R","H001078",NA,NA,NA,NA,NA,NA,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,"-",NA,1,0,NA
"467","Hern","Hern","Kevin","Kevin","OK","R","H001082",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,119761,6500,6500,7000,0,0,NA,NA,"-",1,0,NA
"468","Higgins","Higgins","Clay","Clay","LA","R","H001077",NA,NA,NA,NA,NA,NA,7750,0,0,0,0,0,69150,0,0,18650,0,0,NA,"-","-",2,0,NA
"469","Hollingsworth","Hollingsworth","Trey","Trey","IN","R","H001074",NA,NA,NA,NA,NA,NA,13500,2000,4000,0,0,17000,29450,11000,11000,0,0,17000,NA,"-","-",2,0,NA
"470","Jayapal","Jayapal","Pramila","Pramila","WA","D","J000298",NA,NA,NA,NA,NA,NA,528,1600,1600,0,12350,515,1011,900,910,0,17231,515,NA,"+","+",2,0,NA
"471","Johnson","Johnson","Mike","Mike","LA","R","J000299",NA,NA,NA,NA,NA,NA,64300,0,1000,3000,8100,0,78350,0,7400,19400,0,0,NA,"-","-",2,0,NA
"472","Khanna","Khanna","Ro","Ro","CA","D","K000389",NA,NA,NA,NA,NA,NA,2700,0,0,0,5400,5641,11311,0,0,0,0,5641,NA,"+","+",2,0,NA
"473","Kihuen","Kihuen","Ruben","Ruben","NV","D","K000390",NA,NA,NA,NA,NA,NA,2144,0,2500,500,59040,0,NA,NA,NA,NA,NA,NA,NA,"+",NA,1,0,NA
"474","Krishnamoorthi","Krishnamoorthi","Raja","Raja","IL","D","K000391",NA,NA,NA,NA,NA,NA,15475,0,0,0,24665,12100,21925,500,500,250,4408,12100,NA,"+","+",2,0,NA
"475","Kustoff","Kustoff","David","David","TN","R","K000392",NA,NA,NA,NA,NA,NA,14100,0,0,0,0,1000,25000,0,0,0,0,1000,NA,"-","-",2,0,NA
"476","Lamb","Lamb","Conor","Conor","PA","D","L000588",NA,NA,NA,NA,NA,NA,0,0,0,0,0,4925,24797,4000,4500,8726,7425,4925,NA,NA,"+",1,0,NA
"477","Lawson","Lawson","Al","Al","FL","D","L000586",NA,NA,NA,NA,NA,NA,0,0,0,0,1012,0,0,0,0,0,1000,0,NA,NA,"+",1,0,"Jr."
"478","Lesko","Lesko","Debbie","Debbie","AZ","R","L000589",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,41450,0,18800,2500,0,0,NA,NA,"-",1,0,NA
"479","Lewis","Lewis","Jason","Jason","MN","R","L000587",NA,NA,NA,NA,NA,NA,14900,0,0,0,0,2700,NA,NA,NA,NA,NA,NA,NA,"-",NA,1,0,NA
"480","Marshall","Marshall","Roger","Roger","KS","R","M001198",NA,NA,NA,NA,NA,NA,23000,0,0,6000,0,48693,25082,0,0,1000,0,48693,NA,"-","-",2,0,NA
"481","Mast","Mast","Brian","Brian","FL","R","M001199",NA,NA,NA,NA,NA,NA,14700,0,0,0,0,160,102569,5101,5101,12299,0,160,NA,"+","+",2,0,NA
"482","McEachin","McEachin","Donald","A. Donald","VA","D","M001200",NA,NA,NA,NA,NA,NA,3000,0,0,3000,15405,9750,4550,0,0,2500,19855,9750,NA,NA,"+",1,0,NA
"483","Mitchell","Mitchell","Paul","Paul","MI","R","M001201",NA,NA,NA,NA,NA,NA,2750,0,0,0,0,10000,6000,0,0,1000,0,10000,NA,"-","-",2,0,NA
"484","Morelle","Morelle","Joseph D","Joe","NY","D","M001206",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"+",1,0,NA
"485","Murphy","Murphy","Stephanie","Stephanie","FL","D","M001202",NA,NA,NA,NA,NA,NA,5430,0,0,0,26440,1255,700,0,0,250,18491,1255,NA,"+","+",2,0,NA
"486","Norman","Norman","Ralph","Ralph","SC","R","N000190",NA,NA,NA,NA,NA,NA,0,0,0,0,0,1000,27150,0,250,0,0,1000,NA,"-","-",2,0,NA
"487","O'Halleran","O'Halleran","Tom","Tom","AZ","D","O000171",NA,NA,NA,NA,NA,NA,250,0,0,0,0,270,650,5000,6500,600,9550,270,NA,"+","+",2,0,NA
"488","Panetta","Panetta","Jimmy","Jimmy","CA","D","P000613",NA,NA,NA,NA,NA,NA,500,0,0,0,17100,0,16500,0,0,14000,7400,0,NA,"+","+",2,0,NA
"489","Raskin","Raskin","Jamie","Jamie","MD","D","R000606",NA,NA,NA,NA,NA,NA,0,0,0,0,25784,0,0,0,0,0,5665,0,NA,"+","+",2,0,NA
"490","Rochester Blunt","Blunt Rochester","Lisa","Lisa","DE","D","B001303",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,"+","+",2,0,NA
"491","Rooney","Rooney","Francis","Francis","FL","R","R000607",NA,NA,NA,NA,NA,NA,21600,0,0,0,0,0,2700,0,0,0,0,0,NA,NA,"+",1,0,NA
"492","Rosen","Rosen","Jacky","Jacky","NV","D","R000608",NA,NA,NA,NA,NA,NA,2600,0,7000,0,38553,0,NA,NA,NA,NA,NA,NA,NA,"+",NA,1,0,NA
"493","Rutherford","Rutherford","John","John","FL","R","R000609",NA,NA,NA,NA,NA,NA,11800,0,0,0,0,2700,1000,0,0,1000,0,2700,NA,"-","-",2,0,NA
"494","Scanlon","Scanlon","Mary Gay","Mary Gay","PA","D","S001205",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"+",1,0,NA
"495","Schneider","Schneider","Brad","Brad","IL","D","S001190",NA,NA,NA,NA,NA,NA,5961,0,5,15,30354,385,3559,0,0,15,17209,385,NA,"+","+",2,0,NA
"496","Shea-Porter","Shea-Porter","Carol","Carol","NH","D","S001170",NA,NA,NA,NA,NA,NA,190,0,0,17,43880,0,NA,NA,NA,NA,NA,NA,NA,"+",NA,1,0,NA
"497","Smucker","Smucker","Lloyd","Lloyd","PA","R","S001199",NA,NA,NA,NA,NA,NA,20000,0,0,2000,0,1000,70071,5000,11400,13052,0,1000,NA,"-","-",2,0,NA
"498","Soto","Soto","Darren","Darren","FL","D","S001200",NA,NA,NA,NA,NA,NA,0,0,0,0,8448,2500,750,0,600,750,4120,2500,NA,"+","+",2,0,NA
"499","Suozzi","Suozzi","Tom","Thomas","NY","D","S001201",NA,NA,NA,NA,NA,NA,0,0,0,0,2262,0,2701,0,0,0,17850,0,NA,"+","+",2,0,NA
"500","Taylor","Taylor","Scott","Scott","VA","R","T000477",NA,NA,NA,NA,NA,NA,10000,0,0,2500,0,0,NA,NA,NA,NA,NA,NA,NA,"-",NA,1,0,NA
"501","Tenney","Tenney","Claudia","Claudia","NY","R","T000478",NA,NA,NA,NA,NA,NA,15950,0,0,3000,0,0,NA,NA,NA,NA,NA,NA,NA,"-",NA,1,0,NA
"502","Wild","Wild","Susan","Susan","PA","D","W000826",NA,NA,NA,NA,NA,NA,0,0,0,0,0,63,93,0,2,2,18520,63,NA,NA,"+",1,0,NA
"503","Allred","Allred","Colin","Colin","TX","D","A000376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53385,0,5,508,11947,3435,NA,NA,"+",1,0,NA
"504","Armstrong","Armstrong","Kelly","Kelly","ND","R","A000377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240501,22100,35150,18500,0,10500,NA,NA,"-",1,0,NA
"505","Axne","Axne","Cindy","Cynthia","IA","D","A000378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5086,0,17,2723,20467,6483,NA,NA,"+",1,0,NA
"506","Baird","Baird","Jim","James","IN","R","B001307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1000,0,0,1000,NA,NA,"-",1,0,NA
"507","Brindisi","Brindisi","Anthony","Anthony","NY","D","B001308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1830,0,4,7,31983,2519,NA,NA,"+",1,0,NA
"508","Burchett","Burchett","Tim","Tim","TN","R","B001309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11050,250,250,0,0,0,NA,NA,"-",1,0,NA
"509","Case","Case","Ed","Ed","HI","D","C001055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,750,250,NA,NA,"+",1,0,NA
"510","Casten","Casten","Sean","Sean","IL","D","C001117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3421,0,3,1027,38561,31815,NA,NA,"+",1,0,NA
"511","Cisneros","Cisneros","Gil","Gilbert","CA","D","C001123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4287,0,0,1002,10934,4532,NA,NA,"+",1,0,"Jr."
"512","Cline","Cline","Ben","Ben","VA","R","C001118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9950,1000,1000,3200,0,0,NA,NA,"-",1,0,NA
"513","Cox","Cox","TJ","TJ","CA","D","C001124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1212,0,0,7,8213,7322,NA,NA,"+",1,0,NA
"514","Craig","Craig","Angie","Angie","MN","D","C001119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,702,0,0,2,39376,5326,NA,NA,"+",1,0,NA
"515","Crenshaw","Crenshaw","Dan","Dan","TX","R","C001120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134058,1000,7400,6900,155,2700,NA,NA,"-",1,0,NA
"516","Crow","Crow","Jason","Jason","CO","D","C001121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11020,0,507,1852,66533,5032,NA,NA,"+",1,0,NA
"517","Cunningham","Cunningham","Joe","Joe","SC","D","C001122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,0,0,914,154,NA,NA,"+",1,0,NA
"518","Davids","Davids","Sharice","Sharice","KS","D","D000629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6970,0,1263,2757,20416,9614,NA,NA,"+",1,0,NA
"519","Dean","Dean","Madeleine","Madeleine","PA","D","D000631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,0,0,501,4787,0,NA,NA,"+",1,0,NA
"520","Delgado","Delgado","Antonio","Antonio","NY","D","D000630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6052,0,0,1400,19611,6464,NA,NA,"+",1,0,NA
"521","Escobar","Escobar","Veronica","Veronica","TX","D","E000299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15383,0,0,26,3299,0,NA,NA,"+",1,0,NA
"522","Finkenauer","Finkenauer","Abby","Abby","IA","D","F000467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,200,217,6,19871,17444,NA,NA,"+",1,0,NA
"523","Fletcher","Fletcher","Lizzie","Lizzie","TX","D","F000468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93042,0,505,16066,10351,9192,NA,NA,"+",1,0,NA
"524","Fulcher","Fulcher","Russ","Russ","ID","R","F000469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,0,2250,0,0,1500,NA,NA,"-",1,0,NA
"525","Garcia","García","Jesus","Jesús","IL","D","G000586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3400,0,NA,NA,"+",1,0,NA
"526","Garcia","Garcia","Sylvia","Sylvia","TX","D","G000587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23508,0,0,3001,7834,350,NA,NA,"+",1,0,NA
"527","Golden","Golden","Jared","Jared","ME","D","G000592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6078,0,7,5425,18520,6312,NA,NA,"+",1,0,NA
"528","Gonzalez","Gonzalez","Anthony","Anthony","OH","R","G000588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27550,22600,30850,1500,0,3500,NA,NA,"-",1,0,NA
"529","Gooden","Gooden","Lance","Lance","TX","R","G000589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66450,0,0,7700,0,0,NA,NA,"-",1,0,NA
"530","Green","Green","Mark","Mark","TN","R","G000590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49400,0,0,0,25,0,NA,NA,"-",1,0,NA
"531","Guest","Guest","Michael","Michael","MS","R","G000591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35150,0,0,2500,0,0,NA,NA,"-",1,0,NA
"532","Haaland","Haaland","Debra","Debra","NM","D","H001080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6499,0,0,2702,10459,3520,NA,NA,"+",1,0,NA
"533","Hagedorn","Hagedorn","Jim","Jim","MN","R","H001088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17000,2700,3700,0,0,500,NA,NA,"-",1,0,NA
"534","Harder","Harder","Josh","Josh","CA","D","H001090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4027,0,8,110,32016,10913,NA,NA,"+",1,0,NA
"535","Hayes","Hayes","Jahana","Jahana","CT","D","H001081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,0,0,252,2588,273,NA,NA,"+",1,0,NA
"536","Horn","Horn","Kendra","Kendra","OK","D","H001083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18557,0,0,2425,275,1500,NA,NA,"+",1,0,NA
"537","Horsford","Horsford","Steven","Steven A.","NV","D","H001066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6044,0,11000,2502,11662,1312,NA,NA,"+",1,0,NA
"538","Houlahan","Houlahan","Chrissy","Chrissy","PA","D","H001085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,0,0,15,18329,6012,NA,NA,"+",1,0,NA
"539","Johnson","Johnson","Dusty","Dusty","SD","R","J000301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29850,0,1000,0,0,13400,NA,NA,"-",1,0,NA
"540","Joyce","Joyce","John","John","PA","R","J000302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,0,0,5000,0,0,NA,NA,"-",1,0,NA
"541","Keller","Keller","Fred","Fred","PA","R","K000395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"-",1,0,NA
"542","Kim","Kim","Andy","Andy","NJ","D","K000394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8142,0,0,99,35904,806,NA,NA,"+",1,0,NA
"543","Lee","Lee","Susie","Susie","NV","D","L000590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11893,0,15465,9100,41576,4355,NA,NA,"+",1,0,NA
"544","Levin","Levin","Andy","Andy","MI","D","L000592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,2,5870,4000,NA,NA,"+",1,0,NA
"545","Levin","Levin","Mike","Mike","CA","D","L000593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9015,0,1,5404,45795,15042,NA,NA,"+",1,0,NA
"546","Luria","Luria","Elaine","Elaine","VA","D","L000591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5656,0,0,5457,15541,9195,NA,NA,"+",1,0,NA
"547","Malinowski","Malinowski","Tom","Tom","NJ","D","M001203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27303,0,3,22,44966,7599,NA,NA,"+",1,0,NA
"548","McAdams","McAdams","Ben","Ben","UT","D","M001209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4694,50,3350,0,15690,6766,NA,NA,"+",1,0,NA
"549","McBath","McBath","Lucy","Lucy","GA","D","M001208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1492,0,10,35,11385,162,NA,NA,"+",1,0,NA
"550","Meuser","Meuser","Dan","Daniel","PA","R","M001204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10300,8100,9100,2500,0,500,NA,NA,"-",1,0,NA
"551","Miller","Miller","Carol","Carol","WV","R","M001205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16700,44950,115725,3500,0,0,NA,NA,"-",1,0,NA
"552","Mucarsel-Powell","Mucarsel-Powell","Debbie","Debbie","FL","D","M001207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10053,0,3,2700,16814,657,NA,NA,"+",1,0,"Debbie"
"553","Neguse","Neguse","Joseph","Joe","CO","D","N000191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555,0,0,2,11374,1795,NA,NA,"+",1,0,NA
"554","Ocasio-Cortez","Ocasio-Cortez","Alexandria","Alexandria","NY","D","O000172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,859,0,0,39,7436,282,NA,NA,"+",1,0,"Alexandria"
"555","Omar","Omar","Ilhan","Ilhan","MN","D","O000173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6466,0,0,2,4890,2670,NA,NA,"+",1,0,NA
"556","Pappas","Pappas","Chris","Chris","NH","D","P000614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,0,0,0,8753,1057,NA,NA,"+",1,0,NA
"557","Pence","Pence","Greg","Greg","IN","R","P000615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68150,38700,90806,0,0,20800,NA,NA,"-",1,0,NA
"558","Phillips","Phillips","Dean","Dean","MN","D","P000616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,948,0,0,0,8123,4482,NA,NA,"+",1,0,NA
"559","Porter","Porter","Katie","Katie","CA","D","P000618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2828,0,3,47,33216,12143,NA,NA,"+",1,0,NA
"560","Pressley","Pressley","Ayanna","Ayanna","MA","D","P000617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,6918,2106,NA,NA,"+",1,0,NA
"561","Reschenthaler","Reschenthaler","Guy","Guy","PA","R","R000610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53550,17400,20400,14750,0,0,NA,NA,"-",1,0,NA
"562","Riggleman","Riggleman","Denver","Denver","VA","R","R000611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18400,3700,3700,0,0,2700,NA,NA,"-",1,0,NA
"563","Rose","Rose","John","John","TN","R","R000612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,0,0,0,0,0,NA,NA,"-",1,0,NA
"564","Rose","Rose","Max","Max","NY","D","R000613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2581,0,0,0,12518,87,NA,NA,"+",1,0,NA
"565","Rouda","Rouda","Harley","Harley","CA","D","R000616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7577,0,0,82,30557,14966,NA,NA,"+",1,0,NA
"566","Roy","Roy","Chip","Chip","TX","R","R000614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125700,0,4700,12400,500,0,NA,NA,"-",1,0,NA
"567","Schrier","Schrier","Kim","Kim","WA","D","S001216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6255,0,100,2716,58130,6917,NA,NA,"+",1,0,NA
"568","Shalala","Shalala","Donna","Donna","FL","D","S001206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,0,0,7773,5202,NA,NA,"+",1,0,NA
"569","Sherrill","Sherrill","Mikie","Mikie","NJ","D","S001207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8353,0,0,250,21847,4696,NA,NA,"+",1,0,NA
"570","Slotkin","Slotkin","Elissa","Elissa","MI","D","S001208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13517,0,0,5900,56414,3839,NA,NA,"+",1,0,NA
"571","Small Torres","Torres Small","Xochitl","Xochitl","NM","D","T000484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"+",1,0,NA
"572","Spanberger","Spanberger","Abigail","Abigail","VA","D","S001209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4551,0,0,1107,35031,11295,NA,NA,"+",1,0,NA
"573","Spano","Spano","Ross","Ross","FL","R","S001210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000,0,0,0,0,0,NA,NA,"-",1,0,NA
"574","Stanton","Stanton","Greg","Greg","AZ","D","S001211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2756,0,5250,2500,8183,505,NA,NA,"+",1,0,NA
"575","Stauber","Stauber","Pete","Pete","MN","R","S001212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33050,2700,10950,1500,0,0,NA,NA,"-",1,0,NA
"576","Steil","Steil","Bryan","Bryan","WI","R","S001213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46100,7700,7700,5000,0,900,NA,NA,"-",1,0,NA
"577","Steube","Steube","Greg","Greg","FL","R","S001214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,0,0,0,0,0,NA,NA,"-",1,0,NA
"578","Stevens","Stevens","Haley","Haley","MI","D","S001215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2822,0,0,12,15853,5186,NA,NA,"+",1,0,NA
"579","Taylor","Taylor","Van","Van","TX","R","T000479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121769,0,3700,0,0,0,NA,NA,"-",1,0,NA
"580","Timmons","Timmons","William","William","SC","R","T000480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5200,0,0,0,0,16700,NA,NA,"-",1,0,NA
"581","Tlaib","Tlaib","Rashida","Rashida","MI","D","T000481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2359,0,0,2,3779,255,NA,NA,"+",1,0,NA
"582","Trahan","Trahan","Lori","Lori","MA","D","T000482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600,0,5400,0,5260,6029,NA,NA,"+",1,0,NA
"583","Trone","Trone","David","David","MD","D","T000483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2700,NA,NA,"+",1,0,NA
"584","Underwood","Underwood","Lauren A","Lauren","IL","D","U000040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"+",1,0,NA
"585","Van Drew","Van Drew","Jeff","Jefferson","NJ","R","V000133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"+",1,0,NA
"586","Waltz","Waltz","Michael","Michael","FL","R","W000823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17825,0,0,0,0,2700,NA,NA,"+",1,0,NA
"587","Watkins","Watkins","Steve","Steven","KS","R","W000824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27700,0,0,0,0,14550,NA,NA,"-",1,0,NA
"588","Wexton","Wexton","Jennifer","Jennifer","VA","D","W000825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6494,0,2,2031,30079,12080,NA,NA,"+",1,0,NA
"589","Wright","Wright","Ron","Ron","TX","R","W000827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34800,0,1000,0,0,0,NA,NA,"-",1,0,NA
