"last_name","first_name","name","party","state","member_id","Vote3","Vote4","Vote51","Vote52","Vote6","Vote7","District","Vote_count","Vote_change","amount.oil.113","amount.coal.113","amount.mining.113","amount.gas.113","amount.env.113","amount.alt_en.113","amount.oil.114","amount.coal.114","amount.mining.114","amount.gas.114","amount.env.114","amount.alt_en.114","amount.oil.115","amount.coal.115","amount.mining.115","amount.gas.115","amount.env.115","amount.alt_en.115","amount.oil.116","amount.coal.116","amount.mining.116","amount.gas.116","amount.env.116","amount.alt_en.116","amount.oil.117","amount.coal.117","amount.mining.117","amount.gas.117","amount.env.117","amount.alt_en.117"
"Bridenstine","Jim","jim bridenstine","R","OK","B001283","-","-",NA,NA,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mullin","Markwayne","markwayne mullin","R","OK","M001190","-","-","-","-","-","-",2,6,0,113000,15500,18000,1000,0,0,148950,2500,6000,14600,0,0,227850,10000,11000,36800,0,0,183350,2700,4700,36000,0,1500,164215,10900,11900,26625,0,3000
"Lucas","Frank D.","frank d lucas","R","OK","L000491","-","-","-","-","-","-",3,6,0,84000,0,0,15500,0,7500,101450,1500,2500,10000,0,1000,62050,0,1000,6000,0,3500,64600,0,0,10000,0,5000,73125,0,1000,13525,0,1000
"Cole","Tom","tom cole","R","OK","C001053","-","-","-","-","-","-",4,6,0,121700,0,1250,12000,0,4500,123200,1000,2000,13000,0,2000,125750,17200,19200,13700,0,5000,119250,0,1000,35400,0,7493,136100,5600,6600,31500,5600,6000
"Lankford","James","james lankford","R","OK","L000575","-",NA,NA,NA,NA,NA,5,1,0,182600,0,4500,12250,0,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bonamici","Suzanne","suzanne bonamici","D","OR","B001278","+","+","+","+","+","+",1,6,0,2250,0,0,2250,12498,1000,250,0,0,0,6390,3000,8150,0,0,2750,9358,0,3079,0,0,2564,2951,1500,2600,0,0,2600,5755,250
"Walden","Greg P.","greg p walden,greg walden","R","OR","W000791","-","-","-","-","-",NA,2,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blumenauer","Earl","earl blumenauer","D","OR","B000574","+","+","+","+","+","+",3,6,0,3500,0,0,3500,3200,24405,2500,0,0,2000,11250,8842,3900,0,0,3650,10650,17200,3532,0,0,3275,4838,16220,200,0,0,172,7101,17391
"DeFazio","Peter A.","peter a defazio","D","OR","D000191","+","+","+","+","+","+",4,6,0,6000,0,0,1000,0,0,7000,0,0,1000,3140,500,5500,0,0,0,3112,0,14500,0,0,2500,2375,40,6361,1,6,-2795,52828,4976
"Schrader","Kurt","kurt schrader","D","OR","S001180","+","+","+","+","+","+",5,6,0,2500,0,0,2500,0,4750,4250,1000,1000,2500,0,1000,55500,2000,2000,15000,2500,3200,75250,1000,3500,14250,500,1000,98000,0,0,25500,0,2499
"Brady","Robert A.","robert a brady","D","PA","B001227","+","+","+","+",NA,NA,1,4,0,8000,0,0,0,0,0,18525,0,0,5000,0,0,28875,0,0,0,0,0,800,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Fattah","Chaka","chaka fattah","D","PA","F000043","+",NA,NA,NA,NA,NA,2,1,0,1500,0,0,500,1500,0,2500,0,1000,2500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kelly","Mike","mike kelly","R","PA","K000376","-","-","-","-","-","-",3,6,0,42000,28850,35350,16000,0,0,89850,45200,60150,34950,0,0,76412,37100,40850,21412,0,0,85100,27500,34550,24000,0,1500,89076,15400,17000,35599,0,500
"Perry","Scott","scott perry","R","PA","P000605","-","-","-","-","-","-",4,6,0,20000,0,2500,3000,0,0,28600,0,0,10500,0,0,35000,0,0,10500,0,0,46550,0,2000,4000,0,0,31051,0,134,2711,0,6500
"Perry","Scott","scott perry","R","PA","P000605","-","-","-","-","-","-",4,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8400,0,0,3000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thompson","Glenn W.","glenn w thompson,glenn thompson","R","PA","T000467","-","-","-","-","-","-",5,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gerlach","Jim","jim gerlach","R","PA","G000549","-",NA,NA,NA,NA,NA,6,1,0,32250,0,2000,9250,0,1500,21500,1000,1000,5000,0,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Meehan","Patrick","patrick meehan","R","PA","M001181","-","-","+",NA,NA,NA,7,3,1,50000,1500,4500,6000,0,0,64400,0,0,25600,0,0,78200,0,1000,30300,0,7870,40750,1500,1500,13500,0,5000,NA,NA,NA,NA,NA,NA
"Fitzpatrick","Michael","michael fitzpatrick,michael g fitzpatrick","R","PA","F000451","-","-",NA,NA,NA,NA,8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shuster","Bill","bill shuster","R","PA","S001154",NA,"-","-",NA,NA,NA,9,2,0,96400,23250,38150,40000,0,0,205048,52315,105090,62100,0,1000,198512,25300,39350,64500,0,0,91112,5000,6250,42400,0,1000,NA,NA,NA,NA,NA,NA
"Marino","Tom","tom marino","R","PA","M001179","-","-","-","-",NA,NA,10,4,0,17750,5000,7500,2500,0,0,34000,500,500,8000,0,0,17750,2950,2950,4250,0,10000,10000,2700,2700,0,0,0,-2000,0,0,0,0,0
"Barletta","Lou","lou barletta","R","PA","B001269","-","-","-","-",NA,NA,11,4,0,39450,2500,4500,500,0,0,33020,750,1750,4500,0,0,34550,4200,4950,9000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rothfus","Keith J.","keith j rothfus","R","PA","R000598","-","-","-","-",NA,NA,12,4,0,54000,29500,38000,7300,0,0,79550,71240,127304,16700,0,0,43550,43850,59850,12050,0,0,81311,54600,127425,21400,0,0,NA,NA,NA,NA,NA,NA
"Schwartz","Allyson Y.","allyson y schwartz","D","PA","S001162","+",NA,NA,NA,NA,NA,13,1,0,12000,0,0,3000,1500,500,1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doyle","Mike","mike doyle","D","PA",NA,"+","+","+","+","+","+",14,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dent","Charlie","charlie dent","R","PA",NA,"-","-","-",NA,NA,NA,15,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitts","Joe","joe pitts","R","PA",NA,"-","-",NA,NA,NA,NA,16,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cartwright","Matt A.","matt a cartwright,matt cartwright","D","PA","C001090","+","+","+","+","+","+",17,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murphy","Tim","tim murphy","R","PA","M001151","-","-","-",NA,NA,NA,18,3,0,138500,52608,114333,49300,0,0,111000,38600,47900,43500,0,0,51750,27200,34950,21500,0,0,1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Cicilline","David","david cicilline,david n cicilline","D","RI","C001084","+","+","+","+","+","+",1,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Langevin","Jim","jim langevin","D","RI",NA,"+","+","+","+","+","+",2,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanford","Mark","mark sanford","R","SC","S000051","-","-","+","+",NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,15350,0,0,0,0,4500,7000,0,0,1000,0,0,15400,0,0,2000,0,4200,NA,NA,NA,NA,NA,NA
"Wilson","Joe","joe wilson","R","SC","W000795","-","-","-","-","-","-",2,6,0,8200,0,1000,250,0,0,19000,0,0,2000,0,0,14000,0,0,0,0,2500,25300,0,0,1000,0,2700,30528,0,14,0,0,25
"Duncan","Jeff","jeff duncan","R","SC","D000615","-","-","-","-","-","-",3,6,0,48900,1000,3000,15500,3500,0,51660,1000,1000,16500,5000,0,44750,0,0,10500,5000,0,73350,0,1000,5500,0,2000,67103,0,0,3000,5963,400
"Gowdy","Trey","trey gowdy","R","SC","G000566","-","-","-","-",NA,NA,4,4,0,14500,0,1000,3000,0,0,20000,0,0,5500,0,0,28700,0,0,1000,0,0,9475,2700,2950,0,0,0,NA,NA,NA,NA,NA,NA
"Mulvaney","Mick","mick mulvaney","R","SC","M001182","-","-",NA,NA,NA,NA,5,2,0,16750,0,0,1500,0,0,23250,0,0,1750,0,1000,18500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clyburn","James E.","james e clyburn","D","SC","C000537","+","+",NA,"+","+","+",6,5,0,14450,0,0,2000,2500,3000,9500,0,1000,2000,2500,1750,13430,0,0,3000,1250,1500,20006,0,0,5500,4750,2500,57124,0,3,26000,1000,6475
"Rice","Tom","tom rice","R","SC","R000597","-","-","-","-","-","-",7,6,0,7250,0,2500,0,0,0,10500,1000,2000,2500,0,0,15750,0,0,0,0,0,29950,0,250,0,0,2000,12500,0,0,0,6100,0
"Noem","Kristi","kristi noem,kristi l noem","R","SD","N000184",NA,"-","-","-",NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roe","Phil","phil roe","R","TN",NA,"-","-","-","-","-",NA,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duncan","Jr.","jr duncan","R","TN",NA,"-","-","-","-",NA,NA,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fleischmann","Chuck","chuck fleischmann","R","TN",NA,"-","-","-","-","-","-",3,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DesJarlais","Scott","scott desjarlais","R","TN","D000616","-","-","-","-","-","-",4,6,0,10000,0,0,0,0,0,2250,1000,1000,0,0,0,8400,800,800,0,0,0,12400,0,0,0,0,0,5600,0,0,0,0,0
"Cooper","Jim","jim cooper","D","TN","C000754","+","+","+","+","+","+",5,6,0,6000,0,0,1000,500,0,6200,0,0,1000,0,0,3500,0,0,1000,0,2700,6500,0,0,0,0,1250,4000,0,0,0,3200,1000
"Black","Diane","diane black","R","TN","B001273","-","-","-",NA,NA,NA,6,3,0,66405,0,1000,7000,0,500,60625,1000,2000,5000,0,0,43250,0,0,3000,1000,1000,-1750,2000,2000,-1000,0,2500,NA,NA,NA,NA,NA,NA
"Blackburn","Marsha","marsha blackburn","R","TN","B001243","-","-","-",NA,NA,NA,7,3,0,96500,2000,5000,16500,0,0,101600,1000,4000,13500,0,0,85900,500,500,13500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fincher","Stephen","stephen fincher","R","TN",NA,"-","-",NA,NA,NA,NA,8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cohen","Steve","steve cohen","D","TN","C001068","+","+","+","+","+","+",9,6,0,2750,0,0,2500,750,0,250,0,0,0,5250,0,0,0,0,0,500,500,3000,0,0,0,4500,0,0,0,0,0,3005,1000
"Gohmert","Louie","louie gohmert","R","TX","G000552","-","-","-","-","-","-",1,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poe","Ted","ted poe","R","TX","P000592","-",NA,NA,"-",NA,NA,2,2,0,85100,0,0,11500,0,0,94200,0,0,21750,0,1000,75000,0,0,7400,0,2700,6200,0,0,0,0,5000,NA,NA,NA,NA,NA,NA
"Johnson","Sam","sam johnson","R","TX","J000174","-","-","-","-",NA,NA,3,4,0,42500,0,0,4650,0,0,46900,0,0,9600,0,0,37050,0,0,5700,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hall","Ralph","ralph hall,ralph m hall","R","TX","H000067","-",NA,NA,NA,NA,NA,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hensarling","Jeb","jeb hensarling","R","TX","H001036","-","-","-","-",NA,NA,5,4,0,171150,0,6500,12250,0,0,95800,0,10400,15200,0,0,70000,0,0,8900,0,0,10200,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Barton","Joe","joe barton","R","TX","B000213","-","-","-","-",NA,NA,6,4,0,172900,7000,17500,29400,0,0,142100,5500,10500,9500,0,0,234282,4500,6500,18450,0,0,64850,0,0,1000,0,1000,NA,NA,NA,NA,NA,NA
"Culberson","John A.","john a culberson","R","TX",NA,"-","-","-","-",NA,NA,7,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brady","Kevin P.","kevin p brady,kevin brady","R","TX","B000755","-",NA,"-","-","-","-",8,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Green","Al","al green","D","TX","G000553","+","+","+","+","+","+",9,6,0,8100,0,0,300,0,500,11600,0,2500,0,0,0,24200,0,0,0,0,0,4956,0,0,2700,0,1000,1133,0,15,-2700,65,0
"McCaul","Michael T.","michael t mccaul","R","TX","M001157","-","-","-","-","-","-",10,6,0,64500,0,9300,2500,0,0,82050,1000,3600,19500,0,0,111150,0,2000,17100,0,0,126700,0,0,12200,0,1250,187041,0,3234,17032,0,1361
"Conaway","K. Michael","k michael conaway","R","TX","C001062","-","-","-","-","-",NA,11,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Granger","Kay","kay granger","R","TX","G000377","-","-","-","-","-","-",12,6,0,85300,0,0,2000,0,0,83850,0,2000,0,0,0,72350,0,0,0,0,1000,70900,0,0,2500,0,1000,74454,1000,1011,9509,8600,16
"Thornberry","Mac","mac thornberry","R","TX","T000238","-","-","-","-","-",NA,13,5,0,85275,0,0,0,0,0,101375,0,0,0,0,1750,82175,0,-1000,0,0,8000,48925,0,1000,0,0,4000,33500,0,0,0,0,0
"Weber","Randy K.","randy k weber","R","TX","W000814","-","-","-","-","-","-",14,6,0,66100,0,0,1500,0,250,97800,0,0,14350,3600,0,66550,0,3700,5750,0,0,94550,0,8100,15850,0,0,74953,0,1000,13850,0,0
"Hinojosa","Ruben","ruben hinojosa","D","TX","H000636","+","+",NA,NA,NA,NA,15,2,0,22250,0,0,5000,0,0,14500,0,0,1000,0,0,2500,0,0,1000,0,0,-1000,0,0,-1000,0,0,NA,NA,NA,NA,NA,NA
"O'Rourke","Beto","beto o rourke","D","TX","O000170","+","+","+","+",NA,NA,16,4,0,6000,0,0,0,0,0,19500,0,0,0,1000,0,250,0,0,250,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flores","Bill","bill flores","R","TX","F000461","-","-","-","-","-",NA,17,5,0,233156,0,4333,21000,2500,0,213789,1000,7000,23500,2000,10400,223400,500,3500,17500,1000,0,188600,0,2500,22500,0,0,55100,0,0,6000,0,250
"Jackson Lee","Sheila","sheila jackson lee","D","TX","J000032","+","+","+","+","+","+",18,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neugebauer","Randy","randy neugebauer","R","TX","N000182","-","-",NA,NA,NA,NA,19,2,0,97250,0,2500,4000,0,0,94900,0,2600,1000,0,2500,2700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castro","Joaquin","joaquin castro","D","TX","C001091","+","+","+","+","+","+",20,6,0,66050,0,0,500,1250,4500,43250,0,0,3000,4000,2900,25600,0,0,2500,2000,0,12890,0,0,0,4700,500,788,0,0,40,123,440
"Smith","Lamar S.","lamar s smith,lamar smith","R","TX","S000583","-","-","-","-",NA,NA,21,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Olson","Pete","pete olson","R","TX","O000168","-","-","-","-","-",NA,22,5,0,180450,1000,1500,32750,1000,0,248000,1000,3600,35500,0,0,221200,1000,2000,49800,0,7700,206328,0,6000,44500,0,0,49373,0,0,12099,0,1000
"Gallego","Pete P.","pete p gallego","D","TX","G000572","-",NA,NA,NA,NA,NA,23,1,0,26000,0,0,3000,22696,500,40950,3000,4000,4500,12749,250,1350,0,250,100,35064,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marchant","Kenny E.","kenny e marchant,kenny marchant","R","TX","M001158","-","-","-","-","-",NA,24,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams","Roger","roger williams","R","TX","W000816","-","-","-","-","-","-",25,6,0,362933,0,2900,4650,0,0,209500,0,7200,7500,0,0,136250,0,0,0,0,0,95450,0,0,5400,0,0,154646,0,0,10899,0,10
"Burgess","Michael C.","michael c burgess","R","TX","B001248","-","-","-","-","-","-",26,6,0,68000,0,0,10500,0,0,67956,0,0,0,0,0,43100,0,0,0,0,0,35250,0,0,4000,0,5200,79575,0,1000,6800,2800,1000
"Farenthold","Blake","blake farenthold","R","TX","F000460","-","-","-",NA,NA,NA,27,3,0,113452,0,2833,13500,0,0,109325,0,1000,13000,6600,0,77950,0,500,13500,0,0,31600,0,0,4500,0,0,NA,NA,NA,NA,NA,NA
"Cuellar","Henry","henry cuellar","D","TX","C001063","-","-","-","-","+","+",28,6,1,99125,0,3000,7500,0,0,135758,0,8000,16000,0,0,162952,1000,4800,22500,0,0,173919,1500,8000,17000,0,500,228210,1250,11750,32500,0,0
"Green","Gene","gene green","D","TX","G000410","-","+","+","+",NA,NA,29,4,1,96700,0,0,17200,0,0,102350,1000,1000,23100,0,0,107700,0,0,41500,0,0,24000,0,0,11000,0,0,NA,NA,NA,NA,NA,NA
"Johnson","Eddie Bernice","eddie bernice johnson","D","TX","J000126","+","+","+","+","+","+",30,6,0,8000,0,0,3000,1500,0,8570,0,0,3500,1000,1000,4000,0,0,0,2500,0,3756,0,0,0,2000,0,23200,0,0,0,3800,0
"Carter","John R.","john r carter","R","TX","C001051","-","-","-","-","-","-",31,6,0,62550,250,3650,4300,0,0,49600,0,0,6000,0,0,16700,0,0,0,0,0,62350,0,1000,5500,0,5400,64728,67,94,7670,13,26
"Sessions","Pete","pete sessions","R","TX","S000250","-","-","-","-",NA,"-",32,5,0,147800,2500,10000,16000,0,0,159450,1000,3000,16300,0,0,139550,0,1000,27600,0,0,267675,0,1000,33900,0,0,25950,0,0,500,0,0
"Veasey","Marc A.","marc a veasey","D","TX","V000131","+","-","+","+","+","+",33,6,2,62350,0,0,1000,3200,1250,54400,0,0,4000,3500,500,71800,0,0,2000,1000,500,64006,0,0,3000,1000,0,144049,0,0,26500,500,100
"Vela","Filemon","filemon vela","D","TX","V000132","-","+","+","+","+","+",34,6,1,13550,0,0,0,0,500,31600,0,0,0,0,1000,35000,0,0,7000,0,1000,36006,0,0,7000,1000,1000,58700,0,0,15500,0,0
"Doggett","Lloyd A.","lloyd a doggett,lloyd doggett","D","TX","D000399","+","+","+","+","+","+",35,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stockman","Steve","steve stockman","R","TX","S000937","-",NA,NA,NA,NA,NA,36,1,0,20500,1000,1000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bishop","Rob","rob bishop","R","UT","B001250","-","-","-","-","-",NA,1,5,0,54000,8000,18000,5500,0,0,110600,7500,17750,11000,5750,3599,151516,8000,28750,25750,14750,2000,121188,16750,31750,7250,5700,0,NA,NA,NA,NA,NA,NA
"Stewart","Chris","chris stewart","R","UT","S001192","-","-","-","-","-","-",2,6,0,42250,3000,9000,3000,0,0,65350,2500,10000,8250,0,7800,95200,8256,13756,14400,0,0,85650,4200,7200,0,0,0,29529,0,4503,0,0,0
"Chaffetz","Jason","jason chaffetz","R","UT","C001076","-","-",NA,NA,NA,NA,3,2,0,30000,5000,5000,3000,0,0,39350,4000,8000,3250,0,0,57700,3000,5000,0,0,0,1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Matheson","Jim","jim matheson","D","UT","M001142","-",NA,NA,NA,NA,NA,4,1,0,112150,10000,22000,31400,0,0,41500,7000,10000,7500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Welch","Peter F.","peter f welch,peter welch","D","VT","W000800","+","+","+","+","+","+",NA,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wittman","Rob","rob wittman","R","VA",NA,"-","-","-","-","-","-",1,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rigell","Scott","scott rigell,e scott rigell","R","VA","R000589","-","-",NA,NA,NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scott","Robert C.","robert c scott","D","VA",NA,"+","+","+","+","+","+",3,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Forbes","J. Randy","j randy forbes","R","VA","F000445","-","-",NA,NA,NA,NA,4,2,0,3300,0,0,1000,0,0,10500,0,5200,2000,0,0,3950,0,0,1000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hurt","Robert","robert hurt","R","VA","H001060",NA,"-",NA,NA,NA,NA,5,1,0,37525,16200,23450,5000,0,0,17750,10400,12050,6000,0,0,12500,0,0,4500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goodlatte","Bob","bob goodlatte","R","VA","G000289","-","-","-","-",NA,NA,6,4,0,16250,0,2000,2000,0,0,45250,0,1000,3250,0,0,39950,0,0,5450,0,0,7500,0,0,1000,0,0,NA,NA,NA,NA,NA,NA
"Cantor","Eric","eric cantor","R","VA","C001046","-",NA,NA,NA,NA,NA,7,1,0,272650,83894,163694,16000,0,5300,162015,19003,29996,21375,0,0,-7264,-900,-1650,-375,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moran","James P.","james p moran","D","VA","M000933","+",NA,NA,NA,NA,NA,8,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Griffith","Morgan","morgan griffith,h morgan griffith","R","VA","G000568","-","-","-","-","-","-",9,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wolf","Frank","frank wolf,frank r wolf","R","VA","W000672","-",NA,NA,NA,NA,NA,10,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Connolly","Gerald E.","gerald e connolly","D","VA","C001078","+","+","+","+","+","+",11,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DelBene","Suzan K.","suzan k delbene","D","WA","D000617","+","+","+","+","+","+",1,6,0,1500,0,0,500,25531,1500,10000,0,0,0,47301,1250,10000,0,0,0,33957,0,14011,0,0,0,23051,300,2805,0,0,0,16005,25
"Larsen","Rick","rick larsen","D","WA","L000560","+","+","+","+","+","+",2,6,0,31500,12000,13000,20500,4550,250,31000,0,0,9500,0,0,34500,0,0,14000,3000,0,27751,0,0,9000,1500,15,36801,0,0,7500,1115,25
"Herrera-Beutler","Jaime","jaime herrera beutler","R","WA","H001056",NA,"-","-","-",NA,"-",3,4,0,30750,1000,3850,2000,6000,0,23100,0,1250,2000,4750,666,15465,0,750,3100,0,0,31350,2700,4950,3100,0,250,53218,0,2618,9188,104,282
"Hastings","Doc","doc hastings","R","WA","H000329","-",NA,NA,NA,NA,NA,4,1,0,144549,36553,114878,13000,9500,5250,55750,3800,12300,4500,2500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McMorris Rodgers","Cathy","cathy mcmorris rodgers","R","WA","M001159","-","-","-","-","-","-",5,6,0,40375,3000,21700,9500,0,1750,96600,3500,21250,6000,1000,0,119600,0,13650,7000,0,4250,129550,0,50704,10000,0,5820,156713,67,14828,23608,0,16
"Kilmer","Derek","derek kilmer","D","WA","K000381","+","+","+","+","+","+",6,6,0,2000,0,0,0,27185,3000,7500,0,0,0,43767,4050,5950,0,0,0,38079,250,12375,0,0,0,25613,0,4130,0,135,0,7200,1101
